基金名称,基金代码,基金规模,近1月,近3月,近6月,近1年,近3年,成立来,基金经理,任职时间,任期收益,总任职时间
汇安嘉鑫纯债债券,006625,10.60亿元（2020-09-30）,0.62%,0.00%,0.90%,2.82%,--,21.24%,黄济宽,228天,0.16%,1年又59天
中信保诚至泰中短债债券C,004156,1.94亿元（2020-09-30）,0.28%,0.06%,0.59%,1.40%,-3.42%,15.40%,席行懿,361天,1.34%,4年又299天
平安惠融纯债,003487,24.94亿元（2020-09-30）,0.65%,0.92%,0.89%,2.53%,12.68%,15.10%,高勇标,359天,2.37%,3年又198天
鹏扬稳利债券C,009204,0.28亿元（2020-10-28）,0.35%,--,--,--,--,0.41%,王华,74天,0.41%,2年又332天
招商招裕纯债C,002995,0.00亿元（2020-09-30）,0.58%,0.91%,1.08%,1.92%,10.74%,12.52%,范刚强,1年又42天,2.38%,1年又42天
信诚稳悦债券A,004102,5.10亿元（2020-09-30）,0.87%,1.46%,1.56%,3.01%,14.26%,18.12%,邢恭海/宋海娟,87天,1.38%,143天/7年又76天
博时臻选纯债债券,003566,5.15亿元（2020-09-30）,0.58%,1.03%,1.14%,3.16%,13.09%,15.24%,程卓,2年又302天,12.19%,4年又153天
易方达稳健收益债券A,110007,39.32亿元（2020-09-30）,1.89%,4.07%,3.71%,6.82%,24.88%,193.29%,胡剑,8年又318天,132.83%,8年又318天
易方达稳健收益债券C,008008,0.21亿元（2020-09-30）,1.89%,4.08%,3.73%,6.83%,--,11.13%,胡剑,1年又80天,11.13%,8年又318天
南方赢元,006149,2.01亿元（2020-09-30）,5.40%,5.77%,5.82%,6.91%,--,13.22%,何康,2年又116天,13.22%,6年又56天
易方达安和中短债C,110050,1.34亿元（2020-09-30）,0.38%,--,--,--,--,0.51%,梁莹,34天,0.39%,6年又110天
国投瑞银稳定增利债券,121009,5.52亿元（2020-09-30）,0.36%,0.91%,0.84%,5.24%,17.92%,121.05%,蔡玮菁,4年又223天,21.06%,5年又315天
广发政策性金融债,006869,0.62亿元（2020-09-30）,0.46%,0.67%,0.85%,2.66%,--,4.21%,代宇,1年又150天,4.21%,9年又161天
中融盈泽中短债A,003009,1.76亿元（2020-09-30）,0.19%,0.63%,0.91%,2.72%,28.19%,31.54%,王玥,1年又248天,6.12%,6年又195天
建信周盈安心理财债券B,531030,0.07亿元（2020-09-30）,--,--,--,--,--,0.16%,先轲宇,2年又284天,0.11%,3年又188天
长信纯债壹号债券A,519985,2.69亿元（2020-09-30）,0.50%,0.66%,1.17%,2.79%,12.66%,55.58%,张文琍,8年又165天,46.40%,15年又49天
平安元盛超短债C,008695,0.00亿元（2020-09-30）,0.49%,0.89%,2.17%,--,--,2.27%,苏宁,298天,2.27%,1年又17天
前海联合添惠纯债A,003174,23.24亿元（2020-09-30）,0.76%,1.29%,1.37%,2.83%,--,12.14%,黄浩东/张雅洁,290天,1.02%,1年又25天/5年又19天
易方达稳健收益债券B,110008,165.76亿元（2020-09-30）,1.92%,4.15%,3.87%,7.14%,25.95%,204.10%,胡剑,8年又318天,139.14%,8年又318天
永赢淳利债券,007374,0.50亿元（2020-09-30）,0.69%,1.17%,1.14%,2.50%,--,3.31%,牟琼屿,1年又86天,3.31%,2年又295天
诺安联创顺鑫C,005480,0.82亿元（2020-09-30）,0.44%,0.66%,1.22%,2.46%,--,29.35%,周建树,2年又239天,29.35%,3年又148天
国投瑞银顺昌纯债债券,005996,3.49亿元（2020-09-30）,0.81%,1.44%,1.12%,2.18%,--,8.19%,王侃,57天,1.18%,80天
华泰紫金周周购3月滚动债A,008941,0.99亿元（2020-09-30）,5.99%,-1.74%,-1.16%,--,--,0.18%,李博良/陈晨,276天,-0.62%,3年又140天/1年又311天
平安惠隆纯债C,009405,0.00亿元（2020-09-30）,0.61%,0.93%,1.13%,--,--,0.20%,余斌,263天,0.20%,3年又87天
恒生前海恒扬纯债债券C,007942,0.01亿元（2020-09-30）,0.86%,1.52%,1.73%,0.15%,--,7.14%,李维康,1年又38天,7.14%,1年又297天
永赢久利债券,007323,29.47亿元（2020-09-30）,0.77%,1.20%,1.26%,1.19%,--,1.57%,牟琼屿,1年又37天,1.57%,2年又295天
泰达宏利溢利债券A,003793,36.07亿元（2020-09-30）,0.90%,1.53%,1.46%,2.38%,160.17%,170.84%,宁霄/杜磊,255天,-0.65%,255天/3年又179天
长信利率C,519942,0.07亿元（2020-09-30）,0.87%,1.35%,1.22%,2.76%,14.91%,17.47%,段博卿,306天,1.39%,1年又43天
恒生前海恒扬纯债债券A,007941,0.01亿元（2020-09-30）,0.88%,1.64%,1.93%,0.56%,--,6.69%,李维康,1年又38天,6.69%,1年又297天
前海联合添泽债券C,009350,0.00亿元（2020-09-30）,0.70%,0.94%,1.08%,--,--,0.42%,黄浩东,220天,0.42%,1年又25天
中信保诚稳鸿A,006011,4.85亿元（2020-09-30）,0.38%,0.69%,1.10%,1.84%,--,588.37%,何文忠,361天,1.71%,1年又288天
大摩强收益债券,233005,15.33亿元（2020-09-30）,0.93%,3.65%,5.39%,8.48%,22.20%,112.56%,张雪,5年又319天,45.79%,6年又34天
光大安和债券C,003110,13.39亿元（2020-09-30）,0.85%,0.78%,1.36%,6.56%,19.10%,32.90%,陈栋/周华,65天,0.58%,5年又273天/2年又154天
华泰柏瑞稳健收益债券C,460108,0.22亿元（2020-09-30）,0.43%,-0.07%,-0.01%,0.41%,11.82%,43.47%,罗远航/陈东/董元星,173天,0.15%,6年又34天/8年又43天/8年又157天
博时悦楚纯债,003268,14.78亿元（2020-09-30）,0.59%,1.12%,1.24%,2.73%,12.38%,12.48%,程卓,1年又221天,5.67%,4年又153天
人保中高等级信用债A,007264,0.14亿元（2020-09-30）,0.75%,1.21%,1.16%,-0.05%,--,-0.36%,朱锐,93天,1.20%,1年又297天
南方亨元债券C,006916,0.00亿元（2020-09-30）,0.73%,1.19%,4.20%,3.91%,--,6.75%,黄斌斌,1年又316天,6.75%,2年又336天
圆信永丰丰和C,008068,0.03亿元（2020-09-30）,0.50%,0.77%,1.50%,--,--,1.35%,刘莎莎/林铮,194天,1.59%,318天/4年又275天
信达澳银安盛纯债,007768,0.60亿元（2020-09-30）,0.56%,0.81%,0.94%,-0.02%,--,0.01%,尹华龙,1年又16天,0.01%,3年又260天
交银增利增强债券C,004428,0.11亿元（2020-09-30）,0.34%,3.56%,3.62%,16.43%,36.20%,41.24%,魏玉敏,171天,2.94%,2年又135天
国寿安保尊荣中短债债券A,006773,46.81亿元（2020-09-30）,0.51%,0.84%,1.30%,2.80%,--,6.68%,阚磊/黄力,1年又326天,6.24%,1年又326天/6年又357天
国联安增瑞政策性金融债纯债C,007372,0.16亿元（2020-09-30）,1.00%,1.60%,1.58%,2.94%,--,18.77%,李德清,10天,0.12%,11天
诺安联创顺鑫A,005448,0.51亿元（2020-09-30）,0.45%,0.72%,1.31%,2.66%,--,29.13%,周建树,2年又239天,29.13%,3年又148天
景顺长城优信增利债券A,261002,31.09亿元（2020-09-30）,0.86%,1.42%,1.29%,2.55%,7.71%,51.47%,何江波,1年又330天,5.44%,1年又331天
国投瑞银恒泽中短债A,005725,27.94亿元（2020-09-30）,0.51%,0.13%,0.51%,1.93%,--,6.96%,李达夫,2年又23天,6.96%,8年又158天
广发民玉纯债,007598,2.97亿元（2020-09-30）,0.73%,1.16%,0.95%,--,--,1.51%,高翔,356天,1.51%,2年又273天
大成景旭纯债债券B,006674,51.98亿元（2020-09-30）,0.88%,1.46%,1.56%,3.00%,--,7.48%,方锐,73天,1.19%,125天
国联安增瑞政策性金融债纯债A,007371,35.21亿元（2020-09-30）,1.00%,1.62%,1.63%,3.01%,--,6.10%,李德清,10天,0.12%,11天
天弘弘择短债A,007823,3.34亿元（2020-09-30）,0.42%,0.94%,1.82%,3.79%,--,5.28%,王昌俊,1年又144天,5.28%,2年又271天
大成景旭纯债债券C,000153,0.10亿元（2020-09-30）,0.85%,1.35%,1.36%,2.60%,11.63%,44.30%,方锐,73天,1.12%,125天
新疆前海联合泳祺纯债C,006204,0.00亿元（2020-09-30）,0.81%,1.39%,1.27%,2.20%,--,10.24%,黄浩东/张雅洁,290天,0.48%,1年又25天/5年又19天
平安惠隆纯债A,003486,1.52亿元（2020-09-30）,0.64%,1.04%,1.29%,3.17%,13.77%,10.30%,余斌,3年又41天,14.05%,3年又87天
英大纯债债券C,650002,0.19亿元（2020-09-30）,0.84%,1.42%,1.51%,3.58%,13.84%,43.85%,张大铮/易祺坤,1年又5天,3.59%,1年又5天/3年又315天
华安纯债债券C,040041,4.91亿元（2020-09-30）,0.60%,0.83%,1.34%,2.63%,14.13%,38.50%,郑如熙/苏玉平,3年又192天,16.44%,3年又192天/11年又164天
鹏华丰源债券,004498,24.55亿元（2020-09-30）,0.75%,1.16%,1.39%,2.76%,14.79%,16.56%,曾皓明,19天,0.40%,318天
华泰柏瑞季季红债券,000186,28.46亿元（2020-09-30）,0.62%,0.43%,0.52%,2.26%,17.74%,47.64%,罗远航,3年又45天,18.44%,6年又34天
前海开源弘丰债券A,005138,9.00亿元（2020-09-30）,0.41%,0.82%,1.09%,2.61%,--,52.09%,史延,174天,1.08%,1年又241天
嘉实稳泽纯债债券,003056,8.10亿元（2020-09-30）,0.78%,1.33%,1.32%,2.75%,14.51%,17.52%,常逍遥/王立芹,5天,0.13%,5天/80天
国寿安保安丰纯债债券,006599,41.18亿元（2020-09-30）,0.77%,1.28%,1.29%,2.80%,--,7.12%,李一鸣,326天,1.79%,5年又355天
富荣富金专项金融债纯债,006613,0.02亿元（2020-09-30）,0.15%,0.55%,0.81%,2.37%,--,6.07%,王丹,31天,0.14%,1年又152天
鹏扬淳合债券,006055,16.42亿元（2020-09-30）,0.82%,1.29%,1.42%,3.38%,--,13.55%,王华,2年又204天,13.55%,2年又332天
南方梦元短债C,007791,0.70亿元（2020-09-30）,0.47%,0.76%,1.27%,2.55%,--,3.07%,李慧鹏,1年又67天,3.07%,6年又79天
建信纯债债券C,531021,4.89亿元（2020-09-30）,0.67%,0.81%,1.26%,3.21%,15.62%,38.98%,彭紫云/黎颖芳,1年又178天,5.05%,1年又179天/11年又328天
汇添富理财14天债券A,470014,0.47亿元（2020-09-30）,0.26%,0.46%,0.62%,1.40%,--,1.69%,徐寅喆,2年又252天,1.47%,6年又138天
博时富和纯债债券,004479,17.57亿元（2020-09-30）,0.72%,1.21%,1.23%,2.87%,13.67%,15.29%,李秋实,187天,1.09%,187天
创金合信鑫日享短债债券E,009311,0.01亿元（2020-09-30）,0.46%,0.63%,1.28%,--,--,1.33%,谢创/郑振源/王一兵,275天,1.33%,2年又122天/5年又242天/5年又242天
浙商惠民纯债A,166803,0.17亿元（2020-09-30）,0.75%,1.16%,1.47%,--,--,-0.09%,赵柳燕/刘爱民/周锦程,195天,1.28%,278天/2年又361天/3年又328天
金鹰添裕纯债债券,003733,0.03亿元（2020-09-30）,1.84%,1.90%,2.14%,2.78%,14.65%,17.15%,黄倩倩,220天,1.95%,3年又219天
华泰紫金丰泰纯债发起A,007117,25.69亿元（2020-09-30）,1.20%,-3.03%,-2.34%,-0.54%,--,3.71%,李博良,1年又226天,3.71%,3年又140天
景顺长城景泰丰利纯债C,003408,1.00亿元（2020-09-30）,0.98%,1.49%,1.31%,2.83%,23.87%,28.25%,成念良,226天,0.20%,5年又32天
前海开源弘丰债券C,005139,0.02亿元（2020-09-30）,0.38%,0.71%,0.89%,2.29%,--,51.00%,史延,174天,0.90%,1年又241天
大成景悦中短债A,008820,0.24亿元（2020-09-30）,0.58%,1.08%,1.57%,--,--,1.70%,汪伟,205天,1.70%,2年又364天
国金惠鑫短债债券A,006734,1.02亿元（2020-09-30）,0.54%,0.99%,1.43%,3.01%,--,5.48%,徐艳芳,1年又289天,5.48%,7年又321天
长城短债债券A,007194,0.07亿元（2020-09-30）,0.38%,0.82%,1.34%,2.89%,--,4.23%,邹德立,1年又135天,4.23%,9年又86天
兴业裕华债券,003672,10.43亿元（2020-09-30）,0.86%,1.43%,1.69%,3.04%,14.56%,19.13%,徐青,180天,1.97%,3年又357天
平安高等级债A,006097,0.52亿元（2020-09-30）,0.42%,0.78%,1.50%,2.82%,--,4.36%,段玮婧,128天,0.94%,4年又6天
工银7天理财债券B,485018,0.32亿元（2020-09-30）,0.46%,0.69%,1.20%,--,--,2.30%,魏欣,2年又88天,2.30%,9年又268天
南方升元中短期利率债C,009535,0.00亿元（2020-09-30）,0.95%,1.49%,1.78%,--,--,1.90%,金凌志,208天,1.90%,3年又167天
泰康安业政金债债券A,007003,11.31亿元（2020-09-30）,0.71%,2.69%,2.82%,3.05%,--,5.25%,任翀,1年又229天,5.25%,4年又294天
博时民泽纯债债券,004136,2.06亿元（2020-09-30）,0.37%,0.70%,0.98%,2.73%,10.62%,14.61%,程卓,2年又302天,9.80%,4年又153天
中欧短债债券A,002920,69.51亿元（2020-09-30）,0.61%,1.00%,1.45%,2.96%,12.67%,16.39%,王慧杰,1年又326天,5.90%,5年又10天
浙商惠民纯债C,008605,0.23亿元（2020-09-30）,0.72%,1.07%,1.28%,--,--,-0.36%,赵柳燕/刘爱民/周锦程,195天,1.07%,278天/2年又361天/3年又328天
汇添富理财14天债券B,471014,0.05亿元（2020-09-30）,0.28%,0.54%,0.78%,3.45%,--,3.76%,徐寅喆,2年又252天,3.53%,6年又138天
华润元大润鑫债券A,003418,2.07亿元（2020-09-30）,0.59%,0.94%,0.95%,2.13%,12.05%,14.65%,魏晓菲,34天,0.65%,1年又129天
嘉实汇达中短债债券A,007319,22.68亿元（2020-09-30）,0.57%,0.90%,1.16%,3.19%,--,5.38%,李金灿,1年又74天,4.14%,5年又217天
创金合信鑫日享短债债券A,006824,1.24亿元（2020-09-30）,0.50%,0.73%,1.46%,3.31%,--,8.39%,谢创/郑振源/王一兵,1年又326天,7.72%,2年又122天/5年又242天/5年又242天
平安惠铭纯债,009306,3.14亿元（2020-09-07）,1.68%,2.29%,--,--,--,2.39%,田元强,125天,2.39%,2年又46天
中银稳汇短债债券E,010933,--亿元（--）,--,--,--,--,--,0.64%,陈鹄飞/白洁,30天,0.64%,1年又81天/9年又302天
中欧短债债券C,006562,3.92亿元（2020-09-30）,0.58%,0.89%,1.24%,2.55%,--,6.55%,王慧杰,1年又326天,5.11%,5年又10天
平安高等级债C,009406,0.00亿元（2020-09-30）,0.40%,0.69%,1.32%,--,--,-0.53%,段玮婧,128天,0.82%,4年又6天
汇添富90天短债B,007457,2.58亿元（2020-09-30）,0.66%,0.98%,1.56%,3.31%,--,5.61%,蒋文玲,1年又213天,5.61%,6年又346天
国金惠鑫短债债券E,009603,0.00亿元（2020-09-30）,0.69%,1.12%,1.58%,--,--,-0.12%,徐艳芳,230天,-0.12%,7年又321天
中航瑞明纯债A,007555,0.00亿元（2020-09-30）,0.52%,1.25%,1.70%,--,--,1.88%,茅勇峰/杜晓安,275天,1.88%,2年又210天/3年又351天
广发安泽短债债券C,002865,11.17亿元（2020-09-30）,0.43%,0.77%,1.12%,2.09%,10.70%,15.87%,刘志辉,1年又276天,4.38%,4年又55天
融通增悦债券,006206,20.78亿元（2020-09-30）,0.90%,1.44%,1.42%,3.07%,--,8.93%,朱浩然,2年又119天,8.93%,3年又125天
淳厚稳嘉债券C,009435,0.00亿元（2020-12-08）,0.34%,--,--,--,--,0.34%,江文军/祁洁萍,17天,0.25%,122天/4年又128天
南方升元中短期利率债A,009534,2.01亿元（2020-09-30）,0.98%,1.56%,1.93%,--,--,2.07%,金凌志,208天,2.07%,3年又167天
浦银安盛普瑞纯债A,005200,14.88亿元（2020-09-30）,0.81%,1.41%,1.52%,2.81%,--,5.97%,章潇枫,356天,2.71%,3年又241天
招商招通纯债C,003455,2.90亿元（2020-09-30）,0.85%,1.52%,1.52%,2.34%,14.20%,13.80%,黄晓婷,1年又42天,2.95%,1年又357天
中银稳汇短债债券C,006678,0.33亿元（2020-09-30）,0.69%,1.34%,1.74%,2.80%,--,6.60%,陈鹄飞/白洁,249天,1.37%,1年又81天/9年又302天
长信稳健纯债债券E,006047,1.61亿元（2020-09-30）,0.53%,1.00%,1.15%,10.21%,--,19.21%,冯彬/陆莹,256天,0.42%,3年又80天/4年又13天
方正富邦添利纯债A,007311,10.07亿元（2020-09-30）,0.47%,0.99%,1.72%,2.65%,--,3.75%,王靖,202天,1.37%,4年又243天
工银7天理财债券A,485118,14.81亿元（2020-09-30）,0.43%,0.85%,1.29%,--,--,2.29%,魏欣,2年又88天,2.29%,9年又268天
浦银安盛盛泰纯债债券A,519328,7.92亿元（2020-09-30）,0.91%,1.49%,1.66%,2.78%,13.27%,16.91%,章潇枫,3年又217天,14.89%,3年又241天
方正富邦恒利纯债A,008394,0.50亿元（2020-09-30）,0.46%,0.78%,1.02%,--,--,1.00%,程同朦,215天,1.00%,1年又303天
金信民兴债券A,004400,13.31亿元（2020-09-30）,0.28%,0.60%,0.93%,1.35%,114.73%,108.36%,杨杰/周余,2年又253天,106.62%,2年又309天/4年又26天
德邦短债A,008448,0.28亿元（2020-09-30）,0.54%,0.92%,1.31%,2.01%,--,2.12%,丁孙楠,1年又17天,2.12%,3年又352天
汇添富理财60天债券E,005503,2.78亿元（2020-09-30）,0.32%,0.74%,1.15%,2.25%,--,4.29%,温开强/徐寅喆,319天,1.86%,2年又157天/6年又138天
招商添裕纯债A,006489,4.21亿元（2020-09-30）,0.55%,1.19%,1.34%,2.11%,--,5.16%,向霈,1年又332天,5.16%,7年又16天
中泰蓝月短债A,007057,0.31亿元（2020-09-30）,0.43%,0.83%,1.40%,2.90%,--,5.06%,商园波/张蓓蓓(Zhang Phoebe),1年又260天,5.06%,1年又260天/1年又260天
工银14天理财债券发起A,485120,3.17亿元（2020-09-30）,0.49%,0.94%,1.31%,--,--,1.63%,谷衡,3年又307天,1.63%,8年又60天
海富通中短债债券A,007227,0.66亿元（2020-09-30）,0.36%,0.71%,1.02%,1.81%,--,2.61%,谈云飞,1年又109天,2.61%,6年又166天
海富通中短债债券C,007226,0.17亿元（2020-09-30）,0.34%,0.65%,0.90%,1.47%,--,2.19%,谈云飞,1年又109天,2.19%,6年又166天
国寿安保尊荣中短债债券C,006774,17.48亿元（2020-09-30）,0.48%,0.76%,1.15%,2.49%,--,6.07%,阚磊/黄力,1年又326天,5.67%,1年又326天/6年又357天
中欧滚利一年滚动持有债券C,007623,0.33亿元（2020-09-30）,1.49%,1.88%,1.45%,4.04%,--,4.42%,黄华,1年又45天,4.42%,3年又293天
鹏华丰登债券,007681,27.56亿元（2020-09-30）,0.67%,1.09%,1.25%,2.60%,--,3.94%,李君,1年又150天,3.94%,7年又346天
平安元盛超短债E,008696,1.12亿元（2020-09-30）,0.48%,0.85%,2.12%,--,--,2.19%,苏宁,298天,2.19%,1年又17天
南方梦元短债A,007790,4.09亿元（2020-09-30）,0.50%,0.84%,1.40%,2.83%,--,3.42%,李慧鹏,1年又67天,3.42%,6年又79天
景顺长城景泰纯利债券,007562,10.17亿元（2020-09-30）,0.38%,0.73%,1.02%,2.00%,--,2.53%,袁媛,1年又82天,2.53%,6年又283天
国投瑞银顺祺纯债,007260,3.56亿元（2020-09-30）,0.85%,1.46%,1.43%,3.47%,--,5.47%,李鸥/宋璐,1年又56天,4.63%,1年又64天/4年又169天
华富恒盛纯债债券A,006405,1.90亿元（2020-09-30）,0.61%,0.95%,0.58%,1.84%,--,6.62%,陶祺/倪莉莎,243天,-1.13%,1年又110天/3年又121天
中加丰裕纯债债券,003673,0.50亿元（2020-09-30）,0.43%,0.74%,1.59%,3.99%,18.48%,23.06%,于跃/王霈,248天,0.49%,326天/326天
华泰紫金丰泰纯债发起C,007118,29.10亿元（2020-09-30）,1.19%,-3.17%,-2.61%,-0.98%,--,3.05%,李博良,1年又226天,3.05%,3年又140天
招商招通纯债A,003454,27.05亿元（2020-09-30）,0.85%,1.51%,1.52%,2.34%,14.41%,15.58%,黄晓婷,1年又42天,2.96%,1年又357天
华泰保兴安悦债券,007540,15.89亿元（2020-09-30）,0.54%,1.03%,1.31%,3.46%,--,4.46%,周咏梅,1年又184天,4.46%,2年又339天
招商招利1个月期理财债券A,000808,4.30亿元（2020-09-30）,0.33%,0.79%,1.26%,--,--,1.95%,许强/向霈,3年又77天,1.70%,4年又340天/7年又16天
东吴悦秀C,005574,0.00亿元（2020-09-30）,0.61%,1.16%,0.38%,1.19%,--,9.48%,陈晨/邵笛,25天,0.43%,5年又218天/6年又74天
华安添鑫中短债A,040045,2.76亿元（2020-09-30）,0.43%,0.96%,1.53%,4.12%,-5.75%,35.35%,郑如熙/马晓璇,1年又284天,6.31%,3年又192天/2年又130天
中银证券安誉债券A,004956,6.06亿元（2020-09-30）,0.82%,1.35%,1.36%,2.77%,--,9.76%,吴康,1年又124天,3.81%,2年又46天
汇添富丰润中短债,006772,71.02亿元（2020-09-30）,0.89%,1.45%,1.43%,3.15%,--,6.69%,蒋文玲,293天,1.46%,6年又346天
博时富源纯债债券,006714,4.12亿元（2020-09-30）,0.45%,0.81%,1.08%,2.81%,--,6.24%,陈黎,1年又313天,6.24%,2年又277天
平安5-10年期政策性金融债A,007859,0.75亿元（2020-09-30）,1.16%,2.06%,2.15%,2.23%,--,2.58%,张文平,1年又51天,2.58%,5年又164天
中欧滚利一年滚动持有债券A,007622,3.82亿元（2020-09-30）,1.53%,2.00%,1.68%,4.50%,--,4.94%,黄华,1年又45天,4.94%,3年又293天
永赢惠益债券C,006044,0.00亿元（2020-09-30）,0.81%,1.40%,1.35%,2.51%,--,10.15%,杨野/吴玮/江凌,23天,0.55%,128天/1年又87天/1年又45天
鹏华丰瑞债券,004499,10.31亿元（2020-09-30）,0.43%,0.49%,1.07%,1.72%,14.25%,17.95%,刘涛/张丽娟,72天,0.19%,4年又229天/340天
国投瑞银顺达纯债债券,005864,8.15亿元（2020-09-30）,0.56%,1.36%,1.21%,1.75%,--,9.82%,李鸥,57天,0.97%,1年又64天
宝盈安泰短债债券A,006387,7.89亿元（2020-09-30）,0.41%,0.74%,1.65%,3.17%,--,8.15%,李宇昂/邓栋/高宇,185天,1.70%,1年又72天/6年又143天/4年又183天
中加瑞利纯债债券C,006454,0.00亿元（2020-09-30）,0.75%,1.16%,1.19%,2.27%,--,5.45%,于跃,312天,1.42%,326天
华安安悦债券A,005531,18.38亿元（2020-09-30）,0.66%,1.17%,1.48%,3.30%,--,12.77%,郑如熙,2年又311天,12.77%,3年又192天
浙商汇金聚盈中短债A,007426,2.99亿元（2020-09-30）,0.77%,1.40%,1.43%,2.40%,--,4.22%,王宇超,33天,0.77%,152天
南方亨元债券A,006915,20.43亿元（2020-09-30）,0.76%,1.30%,1.40%,3.12%,--,6.70%,黄斌斌,1年又316天,6.70%,2年又336天
嘉实稳鑫纯债债券,002991,15.47亿元（2020-09-30）,0.76%,1.31%,1.32%,2.31%,12.72%,12.13%,刘宁,68天,1.01%,7年又310天
富国泽利纯债债券,007949,1.01亿元（2020-09-30）,0.54%,0.99%,1.41%,--,--,2.20%,武磊,306天,2.20%,3年又315天
建信睿兴纯债债券,006791,4.17亿元（2020-09-30）,0.71%,1.34%,1.60%,3.90%,--,6.37%,刘思/黎颖芳,1年又260天,6.37%,4年又176天/11年又328天
嘉实汇达中短债债券C,007320,0.28亿元（2020-09-30）,0.56%,0.81%,1.03%,2.96%,--,4.98%,李金灿,1年又74天,3.86%,5年又217天
招商招利1个月期理财债券B,000809,2.14亿元（2020-09-30）,0.33%,0.79%,1.26%,--,--,1.95%,许强/向霈,3年又77天,1.70%,4年又340天/7年又16天
鹏扬浦利中短债A,008497,0.73亿元（2020-09-30）,0.59%,1.18%,1.33%,3.34%,--,3.25%,陈钟闻,1年又25天,3.25%,3年又154天
建信纯债债券A,530021,18.49亿元（2020-09-30）,0.70%,0.90%,1.44%,3.57%,16.83%,43.35%,彭紫云/黎颖芳,1年又178天,5.56%,1年又179天/11年又328天
英大通盈纯债债券C,008243,0.00亿元（2020-09-30）,1.03%,1.85%,1.42%,1.58%,--,1.63%,张大铮/易祺坤,296天,1.06%,1年又5天/3年又315天
英大通盈纯债债券A,008242,3.00亿元（2020-09-30）,1.06%,1.94%,1.56%,1.89%,--,1.94%,张大铮/易祺坤,296天,1.29%,1年又5天/3年又315天
中银慧享中短利率债债券A,000951,0.15亿元（2020-09-30）,0.48%,0.72%,--,--,--,0.72%,索丽娜,261天,0.76%,1年又318天
浙商丰裕纯债债券C,007588,0.00亿元（2020-09-30）,0.72%,1.38%,1.59%,2.38%,--,2.51%,赵柳燕/刘爱民/周锦程,235天,1.08%,278天/2年又361天/3年又328天
浙商汇金聚盈中短债C,007443,0.00亿元（2020-09-30）,0.75%,1.32%,1.30%,2.15%,--,3.80%,王宇超,33天,0.75%,152天
万家1-3年政金债纯债A,003520,16.84亿元（2020-09-30）,0.97%,1.54%,1.32%,3.08%,13.95%,15.46%,周潜玮,2年又92天,8.50%,2年又316天
华泰柏瑞稳本增利债券A,519519,0.45亿元（2020-09-30）,0.57%,0.27%,0.57%,1.58%,12.94%,67.26%,罗远航/陈东,167天,0.25%,6年又34天/8年又43天
华泰柏瑞稳本增利债券B,460003,0.09亿元（2020-09-30）,0.54%,0.18%,0.41%,1.27%,11.92%,55.43%,罗远航/陈东,167天,0.12%,6年又34天/8年又43天
南方昭元债券A,008771,1.31亿元（2020-09-30）,0.93%,1.61%,1.97%,--,--,2.09%,金凌志,212天,2.09%,3年又167天
华夏鼎康债券A,006665,11.84亿元（2020-09-30）,0.81%,1.30%,1.38%,2.48%,--,5.44%,刘明宇,138天,1.47%,3年又31天
广发乾利一年持有期债券A,870008,12.20亿元（2020-09-30）,0.61%,1.10%,1.19%,3.80%,--,4.44%,刘淑生/冯国生/黄静,128天,1.10%,2年又161天/1年又72天/1年又72天
博时富嘉纯债债券,004168,5.22亿元（2020-09-30）,0.78%,1.43%,1.51%,2.79%,14.25%,15.80%,程卓,2年又302天,13.18%,4年又153天
上投摩根纯债丰利债券A,000839,12.45亿元（2020-09-30）,0.69%,1.19%,1.14%,2.20%,9.56%,19.31%,聂曙光,1年又135天,3.61%,10年又133天
中加丰享纯债债券,003445,63.53亿元（2020-09-30）,0.79%,1.46%,1.61%,2.81%,13.12%,17.62%,王霈,296天,1.46%,326天
交银裕惠纯债债券,519722,7.71亿元（2020-09-30）,0.59%,1.06%,--,--,--,1.26%,连端清,5年又55天,1.27%,5年又161天
中银慧享中短利率债债券B,000952,3.82亿元（2020-09-30）,0.51%,0.89%,--,--,--,0.88%,索丽娜,261天,0.92%,1年又318天
中信建投桂企债A,008952,4.99亿元（2020-09-30）,0.91%,1.32%,1.02%,--,--,1.07%,刘博,220天,1.07%,2年又71天
浦银安盛普庆纯债债券C,009038,0.29亿元（2020-08-20）,0.64%,0.91%,--,--,--,1.14%,曹治国,143天,1.14%,1年又316天
红塔红土盛平中短债债券C,008816,0.03亿元（2020-09-30）,0.67%,1.09%,1.42%,--,--,1.64%,梁钧,66天,0.79%,6年又24天
华泰柏瑞丰盛纯债债券C,000188,0.20亿元（2020-09-30）,0.72%,0.82%,0.65%,3.15%,16.48%,43.01%,何子建/陈东,1年又299天,5.66%,1年又299天/8年又43天
大成景和债券A,008600,0.41亿元（2020-08-21）,0.46%,0.66%,--,--,--,0.77%,孙丹,142天,0.77%,3年又248天
中银稳汇短债债券A,006677,4.82亿元（2020-09-30）,0.69%,1.35%,1.79%,2.90%,--,6.80%,陈鹄飞/白洁,249天,1.42%,1年又81天/9年又302天
招商招享纯债A,003440,70.07亿元（2020-09-30）,0.78%,1.34%,1.51%,2.85%,13.24%,16.23%,徐一/万亿,36天,0.84%,131天/1年又232天
华夏理财30天债券B,001058,65.19亿元（2020-09-30）,--,--,--,--,--,0.60%,周飞,4年又47天,0.17%,4年又83天
