基金名称,基金代码,基金规模,近1月,近3月,近6月,近1年,近3年,成立来,基金经理,任职时间,任期收益,总任职时间
融通通恒63个月定开债券A,007988,60.00亿元（2020-08-07）,0.32%,0.97%,--,--,--,1.38%,许富强,156天,1.38%,2年又238天
招商添盛78个月定开债,009711,80.45亿元（2020-09-30）,0.34%,0.96%,--,--,--,1.53%,王刚,171天,1.53%,3年又306天
富荣富合一年定开债,008522,10.00亿元（2020-12-31）,--,--,--,--,--,0.01%,王丹,10天,0.01%,1年又152天
民生加银家盈半年定期宝,000799,4.40亿元（2018-12-31）,0.29%,0.24%,0.24%,0.24%,--,2.14%,李文君,1年又67天,0.38%,6年又192天
长盛稳益6个月A,007653,0.75亿元（2020-06-30）,-2.63%,-2.63%,-1.86%,-0.74%,--,0.09%,段鹏,1年又169天,0.09%,6年又277天
建信安心回报债券C,000106,0.27亿元（2020-09-30）,0.60%,0.45%,1.05%,3.30%,14.08%,35.83%,闫晗,1年又347天,7.34%,3年又69天
南方恒庆一年定开债A,007161,52.04亿元（2020-09-30）,0.25%,0.77%,0.81%,2.52%,--,4.16%,黄河,107天,0.81%,1年又302天
华融荣赢63个月定开债券,010626,20.00亿元（2020-12-30）,--,--,--,--,--,0.07%,王哲/黄诺楠,11天,0.07%,11天/3年又35天
华泰柏瑞锦泰一年定开,007867,2.63亿元（2020-09-30）,0.18%,0.61%,1.59%,2.96%,--,3.65%,何子建/陈东,75天,0.42%,1年又299天/8年又43天
华泰紫金季季享定开债C,006655,24.15亿元（2020-09-30）,0.34%,-1.45%,-0.58%,2.13%,--,9.68%,刘振超/陈晨/李博良,292天,0.51%,292天/1年又311天/3年又140天
汇添富年年利定开债C,000222,0.30亿元（2020-09-30）,0.87%,1.33%,2.18%,5.98%,13.05%,39.49%,徐光,2年又56天,15.09%,2年又143天
招商招和39个月定开债,008460,93.80亿元（2020-09-30）,0.30%,0.76%,1.36%,2.67%,--,2.72%,康晶,1年又17天,2.72%,5年又160天
易方达裕景添利6个月定开债,002600,46.72亿元（2020-09-30）,-0.08%,0.23%,0.07%,3.14%,23.24%,29.64%,林森,2年又335天,23.59%,5年又45天
嘉实如意宝定期债券A/B,000113,10.02亿元（2020-09-30）,0.86%,0.95%,0.95%,2.18%,13.36%,44.57%,王立芹,62天,0.60%,80天
安信永利信用A,000310,3.78亿元（2020-09-30）,1.12%,1.38%,1.38%,2.62%,18.61%,61.65%,李君/张翼飞,3年又16天,18.49%,3年又16天/6年又292天
南方颐元定开债券发起式A,003337,31.37亿元（2020-09-30）,1.67%,2.23%,2.44%,3.58%,14.85%,15.92%,陶铄,4年又107天,15.92%,7年又219天
安信永利信用C,000335,0.09亿元（2020-09-30）,1.13%,1.22%,1.22%,2.20%,17.23%,57.10%,李君/张翼飞,3年又16天,17.12%,3年又16天/6年又292天
广发鑫惠纯债定开,002128,15.27亿元（2020-09-30）,0.39%,0.89%,1.19%,2.87%,15.06%,17.83%,任爽,4年又56天,17.83%,8年又31天
长城嘉裕六个月定开债C,008172,0.00亿元（2020-09-30）,0.24%,0.81%,1.25%,2.53%,--,2.68%,徐涛国,1年又23天,2.68%,3年又203天
融通岁岁添利定开债A,161618,0.88亿元（2020-09-30）,0.29%,-5.17%,-4.90%,-3.79%,9.71%,49.66%,王超,5年又304天,28.12%,7年又16天
南方颐元定开债券发起式C,003338,0.00亿元（2019-06-30）,1.67%,2.23%,2.44%,3.58%,7.77%,8.77%,陶铄,4年又107天,8.77%,7年又219天
招商添德3个月定开债A,006393,22.13亿元（2020-09-30）,0.90%,1.63%,1.72%,2.50%,--,9.06%,滕越,2年又121天,9.06%,3年又306天
南方稳利1年定开债C,000720,0.15亿元（2020-09-30）,1.47%,1.27%,1.57%,3.64%,12.97%,27.71%,何康,2年又343天,12.51%,6年又56天
汇添富长添利定开债A,003528,151.86亿元（2020-09-30）,0.20%,0.79%,1.39%,3.00%,10.60%,14.59%,杨靖,1年又136天,4.28%,1年又323天
平安季开鑫定开债C,007054,0.00亿元（2020-09-30）,0.81%,0.61%,0.79%,2.01%,--,4.06%,张文平,5天,0.18%,5年又164天
景顺长城景泰稳利定开债C,006065,0.08亿元（2020-09-30）,1.02%,1.62%,1.46%,2.88%,--,10.38%,成念良,244天,-0.47%,5年又32天
国投瑞银顺泓债券,005995,24.06亿元（2020-09-30）,0.86%,1.45%,1.42%,3.37%,--,11.57%,宋璐,40天,0.99%,4年又169天
景顺长城景泰稳利定开债A,005327,2.36亿元（2020-09-30）,1.05%,1.72%,1.66%,3.28%,13.35%,13.57%,成念良,244天,-0.22%,5年又32天
富国汇远三年定开债A,007990,109.71亿元（2020-09-30）,0.27%,0.80%,1.59%,3.10%,--,3.46%,张波/朱梦娜,1年又11天,3.12%,2年又347天/1年又324天
诺安纯债定开债C,163211,0.27亿元（2020-09-30）,0.57%,0.47%,0.85%,2.60%,16.35%,60.73%,谢志华,6年又283天,58.82%,9年又266天
嘉实6个月理财债券A,003879,10.51亿元（2017-09-30）,--,--,--,--,--,6.01%,李金灿,1年又134天,0.00%,5年又217天
银华添益定开债,002491,12.85亿元（2020-09-30）,0.75%,1.04%,1.23%,3.44%,15.59%,17.79%,邹维娜,4年又295天,17.79%,7年又158天
工银纯债定开债,164810,2.20亿元（2020-09-30）,0.88%,1.47%,1.67%,2.97%,13.18%,41.98%,李娜,2年又318天,12.28%,3年又352天
鹏华丰实定开债A,000295,5.62亿元（2020-09-30）,3.59%,3.40%,1.62%,4.65%,15.63%,52.62%,戴钢,7年又124天,52.62%,9年又36天
鹏华丰实定开债B,000296,0.11亿元（2020-09-30）,3.58%,3.29%,1.48%,4.28%,14.33%,48.68%,戴钢,7年又124天,48.68%,9年又36天
嘉实安元39个月定期纯债C,008339,0.00亿元（2020-09-30）,0.22%,0.73%,1.35%,2.60%,--,2.81%,王茜,1年又33天,2.81%,16年又350天
建信睿信三个月定开债,008064,2.12亿元（2020-09-30）,0.94%,1.45%,1.72%,2.45%,--,2.49%,李峰,1年又11天,2.49%,3年又241天
民生加银平稳添利债券C,166905,0.08亿元（2020-09-30）,0.50%,0.70%,1.20%,3.70%,14.68%,57.85%,陆欣,2年又86天,9.05%,10年又107天
平安乐享一年定开债C,007759,0.04亿元（2020-09-30）,0.18%,0.58%,1.56%,3.13%,--,3.86%,段玮婧,1年又129天,3.86%,4年又6天
汇安裕华定开债发起式,005556,49.16亿元（2020-09-30）,0.79%,1.38%,1.50%,3.48%,--,13.84%,黄济宽,1年又31天,3.87%,1年又59天
工银泰颐三年定开债券A,008471,62.04亿元（2020-09-30）,0.37%,0.91%,1.58%,2.86%,--,2.96%,陈桂都,1年又15天,2.96%,4年又131天
中银添瑞6个月C,008147,0.41亿元（2020-09-30）,0.32%,0.73%,0.92%,2.09%,--,2.13%,索丽娜,298天,1.73%,1年又318天
中银添瑞6个月A,008146,8.97亿元（2020-09-30）,0.36%,0.84%,1.13%,2.50%,--,2.55%,索丽娜,298天,2.06%,1年又318天
中银证券汇宇定期开放债券,005321,111.00亿元（2020-09-30）,0.68%,1.24%,1.38%,2.60%,14.25%,14.80%,余亮,241天,-0.15%,1年又59天
易方达恒久添利1年定开债C,000266,0.11亿元（2020-09-30）,0.90%,0.80%,1.30%,3.26%,16.55%,30.68%,藏海涛,316天,1.66%,316天
长盛盛琪一年债券C,003200,0.01亿元（2020-09-30）,0.77%,1.35%,1.01%,1.83%,8.71%,9.13%,葛鹤军,2年又36天,6.05%,5年又319天
嘉实增强信用定期债券,000005,0.51亿元（2020-09-30）,1.20%,1.70%,0.85%,3.19%,18.87%,45.37%,刘宁,4年又40天,21.66%,7年又310天
博时安丰18个月定开债C,160523,0.03亿元（2020-09-30）,0.80%,1.10%,1.71%,5.94%,17.28%,13.97%,程卓,2年又204天,16.32%,4年又153天
国投瑞银顺祥债券,006027,40.08亿元（2020-09-30）,0.84%,1.72%,1.86%,4.32%,--,10.58%,颜文浩,176天,2.07%,6年又132天
富国两年期理财债券A,002898,29.88亿元（2020-09-30）,-8.42%,-7.32%,-6.28%,-4.58%,3.26%,7.09%,俞晓斌,109天,-7.32%,4年又12天
西部利得聚泰18个月定开债A,009018,3.54亿元（2020-09-30）,-0.15%,0.42%,1.28%,--,--,1.82%,严志勇,291天,1.82%,3年又155天
嘉实6个月理财债券E,004356,5.10亿元（2017-09-30）,--,--,--,--,--,0.02%,李金灿,1年又134天,0.01%,5年又217天
永赢泰宁63个月定开债,010621,79.99亿元（2020-12-01）,0.23%,--,--,--,--,0.27%,吴玮,40天,0.27%,1年又87天
富国两年期理财债券C,002899,0.00亿元（2020-09-30）,-7.49%,-6.54%,-5.48%,-4.12%,2.86%,6.06%,俞晓斌,109天,-6.45%,4年又12天
工银泰颐三年定开债券C,008472,0.00亿元（2020-09-30）,0.33%,0.79%,1.35%,2.41%,--,2.48%,陈桂都,1年又15天,2.48%,4年又131天
大成惠享一年定开债券,008628,0.10亿元（2020-08-17）,0.27%,0.76%,--,--,--,1.01%,陈会荣,146天,1.01%,4年又158天
中加颐瑾定开债券C,006964,0.00亿元（2020-06-30）,0.00%,0.00%,0.00%,0.00%,--,0.00%,王霈,312天,0.00%,326天
诺安纯债定开债A,163210,1.37亿元（2020-09-30）,0.56%,0.56%,1.04%,2.98%,17.64%,65.76%,谢志华,6年又283天,63.15%,9年又266天
景顺长城鑫月薪定期支付债券,000465,11.06亿元（2020-09-30）,1.00%,1.28%,1.37%,3.49%,12.87%,37.54%,袁媛,5年又285天,30.13%,6年又283天
汇添富长添利定开债C,003529,0.00亿元（2020-09-30）,0.20%,0.69%,1.20%,2.71%,9.53%,13.03%,杨靖,1年又136天,3.77%,1年又323天
建信恒瑞一年定开债,003400,167.79亿元（2020-09-30）,0.44%,-0.05%,0.16%,1.39%,10.75%,15.21%,李菁,4年又56天,15.21%,13年又72天
永赢瑞宁87个月定开债,009866,80.50亿元（2020-09-30）,0.33%,1.03%,--,--,--,1.66%,谢越/吴玮,145天,1.47%,244天/1年又87天
长盛盛琪一年债券A,003199,3.53亿元（2020-09-30）,0.80%,1.43%,1.16%,2.13%,9.70%,10.56%,葛鹤军,2年又36天,6.71%,5年又319天
嘉实丰益策略定期债券,000183,7.58亿元（2020-09-30）,0.80%,1.02%,1.74%,5.66%,14.11%,44.65%,轩璇,303天,3.09%,1年又67天
大成惠嘉一年定开债券,007967,20.61亿元（2020-09-30）,0.20%,1.24%,1.89%,2.86%,--,3.07%,方孝成/李富强,32天,0.20%,3年又64天/4年又104天
兴业嘉润3个月定开债,005710,29.67亿元（2020-09-30）,0.80%,1.44%,1.58%,2.76%,--,11.85%,徐青,2年又309天,11.85%,3年又357天
建信荣元一年定开债,530029,80.88亿元（2020-09-30）,0.87%,1.50%,1.56%,--,--,0.08%,闫晗/刘思,248天,0.04%,3年又69天/4年又176天
前海开源乾盛定开债C,005721,0.00亿元（2020-09-30）,0.00%,0.00%,0.00%,0.00%,--,0.00%,林悦/刘静,2年又17天,0.00%,2年又17天/10年又81天
中银泰享定期开放债券,005610,45.55亿元（2020-09-30）,0.85%,1.39%,1.20%,3.77%,--,13.42%,方抗,2年又296天,13.42%,6年又147天
融通岁岁添利定开债B,161619,0.54亿元（2020-09-30）,0.29%,-5.27%,-5.09%,-4.06%,8.65%,45.48%,王超,5年又304天,25.62%,7年又16天
民生加银岁岁增利债券C,000138,0.37亿元（2020-09-30）,0.99%,1.89%,1.56%,2.62%,17.82%,53.09%,胡振仓,2年又295天,15.96%,11年又259天
嘉实致禄3个月定期纯债债券,007986,13.25亿元（2020-09-30）,0.66%,1.03%,1.58%,2.75%,--,2.91%,尹页,26天,0.56%,2年又111天
海富通鼎丰定开债券,006219,5.16亿元（2020-09-30）,1.22%,2.11%,2.72%,4.45%,--,11.41%,刘田,79天,1.71%,188天
太平丰和一年定开债券发起式,010165,70.10亿元（2020-09-17）,1.84%,2.42%,--,--,--,2.50%,陈晓,115天,2.50%,6年又194天
南方金利定开债(LOF)A,160128,2.37亿元（2020-09-30）,1.29%,1.39%,2.00%,4.49%,24.10%,72.61%,李璇,5年又27天,29.22%,10年又113天
建信恒安一年定开债,003394,163.09亿元（2020-09-30）,0.55%,0.92%,1.18%,2.61%,12.20%,16.42%,黎颖芳,4年又64天,16.42%,11年又328天
大成惠裕定开纯债债券,003841,4.80亿元（2020-09-30）,0.65%,1.06%,1.35%,1.90%,11.79%,14.60%,冯佳,82天,0.90%,87天
民生加银岁岁增利债券A,000137,19.02亿元（2020-09-30）,1.02%,2.01%,1.76%,3.02%,19.23%,57.68%,胡振仓,2年又295天,17.24%,11年又259天
西部利得聚泰18个月定开债C,009019,6.10亿元（2020-09-30）,-0.19%,0.31%,1.08%,--,--,1.50%,严志勇,291天,1.50%,3年又155天
鹏华永泽18个月定开债,004504,2.49亿元（2020-09-30）,0.41%,0.98%,1.47%,3.94%,--,20.13%,王石千,1年又115天,6.49%,2年又289天
嘉实致业一年定期纯债债券,008648,2.10亿元（2020-09-02）,0.64%,0.70%,--,--,--,0.85%,王立芹/尹页,17天,0.33%,80天/2年又111天
嘉实致信一年定期纯债债券,009643,2.11亿元（2020-09-30）,0.70%,1.27%,1.43%,--,--,1.52%,刘宁/轩璇,68天,0.91%,7年又310天/1年又67天
嘉实致宁3个月定开纯债债券,008620,1.14亿元（2020-09-30）,0.59%,1.27%,1.31%,--,--,1.73%,王立芹/刘宁,80天,1.00%,80天/7年又310天
华商鸿益一年定开债,008721,2.11亿元（2020-09-30）,1.15%,2.14%,2.70%,--,--,2.84%,胡中原,216天,2.84%,1年又298天
平安合泰定开债,004960,9.84亿元（2020-09-30）,0.86%,1.47%,1.37%,2.82%,--,4.86%,余斌,1年又298天,4.86%,3年又87天
平安季享裕定开债C,007646,0.00亿元（2020-09-30）,0.31%,0.95%,1.12%,2.98%,--,5.04%,张文平,1年又129天,5.04%,5年又164天
安信永泰定开债发起式,005479,26.49亿元（2020-09-30）,0.99%,2.23%,1.17%,4.29%,20.85%,21.00%,钟光正/王涛,41天,1.01%,9年又170天/4年又243天
平安季享裕定开债A,007645,3.31亿元（2020-09-30）,0.68%,1.36%,1.37%,3.29%,--,5.40%,张文平,1年又129天,5.40%,5年又164天
博时裕通定开债A,002716,30.44亿元（2020-09-30）,0.82%,1.50%,1.74%,3.79%,11.50%,14.84%,黄海峰,3年又225天,13.70%,5年又265天
建信安心回报6个月定开C,000347,0.43亿元（2020-09-30）,0.48%,0.37%,0.71%,3.35%,13.33%,39.94%,闫晗,246天,0.41%,3年又69天
泰达宏利泽利债券,006099,2.09亿元（2020-09-30）,1.04%,0.95%,0.79%,1.74%,--,8.56%,傅浩,2年又113天,8.56%,3年又311天
鹏华永泰定期开放债券,004503,3.39亿元（2020-09-30）,1.05%,1.42%,1.26%,4.45%,20.29%,22.23%,应琛/祝松,8天,0.03%,8天/6年又324天
平安季享裕定开债E,007647,4.98亿元（2020-09-30）,0.66%,1.28%,1.23%,3.03%,--,5.04%,张文平,1年又129天,5.04%,5年又164天
建信恒远一年定开债,003427,168.24亿元（2020-09-30）,0.42%,0.22%,0.42%,2.29%,11.54%,15.77%,朱虹,4年又55天,15.77%,8年又158天
博时裕通定开债C,002812,0.00亿元（2020-09-30）,0.83%,1.48%,1.69%,3.70%,11.09%,14.59%,黄海峰,3年又225天,14.37%,5年又265天
建信安心回报6个月定开A,000346,0.10亿元（2020-09-30）,0.49%,0.45%,0.87%,3.71%,17.53%,47.38%,闫晗,246天,0.63%,3年又69天
博时富进一年期定开债发起式,008651,2.13亿元（2020-09-30）,0.77%,1.21%,0.74%,2.54%,--,2.62%,王申,1年又23天,2.62%,5年又235天
九泰久嘉纯债3个月A,008580,1.97亿元（2020-08-21）,1.42%,1.79%,--,--,--,2.00%,刘勇,142天,2.00%,2年又72天
招商招鸿6个月定开债发起式,005606,20.14亿元（2020-09-30）,0.96%,1.85%,1.84%,2.76%,--,12.44%,刘万锋,2年又302天,12.44%,5年又363天
九泰久嘉纯债3个月C,008581,0.03亿元（2020-08-21）,1.42%,1.57%,--,--,--,1.75%,刘勇,142天,1.75%,2年又72天
嘉实致安3个月定期债券,007879,5.26亿元（2020-09-30）,0.80%,1.57%,0.54%,3.55%,--,5.59%,赖礼辉/胡永青,83天,1.18%,83天/8年又250天
中欧强瑞多策略债券,002725,0.63亿元（2020-09-30）,0.41%,0.49%,0.90%,3.62%,19.51%,23.10%,王慧杰,163天,0.98%,5年又10天
华富恒富18个月定开债C,000501,0.14亿元（2020-09-30）,2.16%,2.67%,2.98%,6.88%,24.71%,42.75%,姚姣姣,2年又107天,19.41%,4年又7天
华富恒富18个月定开债A,000502,2.67亿元（2020-09-30）,2.19%,2.77%,3.19%,7.31%,26.22%,60.45%,姚姣姣,2年又107天,20.50%,4年又7天
天弘稳利定期开放A,000244,1.76亿元（2020-09-30）,-0.57%,-3.87%,-3.68%,-0.53%,14.93%,50.33%,刘洋/柴文婷,1年又63天,0.73%,3年又276天/3年又276天
大成景盛一年定开债A,002946,0.61亿元（2020-09-30）,1.36%,2.61%,2.62%,7.76%,9.84%,12.61%,王立,23天,1.67%,14年又2天
泰达宏利鑫利债券A,007641,2.01亿元（2020-09-30）,1.53%,1.94%,2.77%,4.46%,--,5.96%,傅浩,79天,1.61%,3年又311天
泰达宏利鑫利债券C,007642,0.14亿元（2020-09-30）,1.51%,1.87%,2.64%,4.16%,--,5.53%,傅浩,79天,1.54%,3年又311天
中融融慧双欣一年定开债券A,009675,10.36亿元（2020-09-30）,2.20%,4.40%,--,--,--,5.27%,汤祺/钱文成/哈默,62天,2.52%,62天/7年又223天/5年又112天
天弘稳利定期开放B,000245,0.16亿元（2020-09-30）,-0.60%,-3.97%,-3.88%,-0.92%,13.50%,46.01%,刘洋/柴文婷,1年又63天,0.27%,3年又276天/3年又276天
大成景盛一年定开债C,002947,0.02亿元（2020-09-30）,1.34%,2.50%,2.41%,7.34%,8.53%,10.75%,王立,23天,1.65%,14年又2天
中融融慧双欣一年定开债券C,009676,0.65亿元（2020-09-30）,2.18%,4.29%,--,--,--,5.07%,汤祺/钱文成/哈默,62天,2.46%,62天/7年又223天/5年又112天
平安增鑫六个月定开债A,009227,4.82亿元（2020-09-30）,1.45%,1.38%,0.97%,--,--,0.44%,苏宁,130天,1.58%,1年又17天
平安增鑫六个月定开债C,009228,0.15亿元（2020-09-30）,1.25%,0.95%,0.50%,--,--,-0.03%,苏宁,130天,1.14%,1年又17天
中海瑞利六个月定开债,000316,0.97亿元（2020-09-30）,-1.39%,-0.64%,-0.80%,0.30%,1.12%,25.44%,邵强,1年又263天,0.82%,1年又326天
汇添富6月红添利定开债C,470089,0.01亿元（2020-09-30）,3.25%,5.38%,5.95%,12.87%,22.35%,56.45%,吴江宏,214天,10.01%,5年又179天
汇添富6月红添利定开债A,470088,12.30亿元（2020-09-30）,3.24%,5.46%,6.13%,13.38%,23.78%,61.65%,吴江宏,214天,10.30%,5年又179天
平安增鑫六个月定开债E,009229,25.17亿元（2020-09-30）,1.42%,1.27%,0.75%,--,--,0.17%,苏宁,130天,1.44%,1年又17天
平安增利六个月定开债C,008691,0.06亿元（2020-09-30）,3.24%,2.56%,0.44%,--,--,0.19%,高勇标,311天,0.19%,3年又198天
平安增利六个月定开债E,008692,1.56亿元（2020-09-30）,3.21%,2.48%,0.30%,--,--,-0.05%,高勇标,311天,-0.05%,3年又198天
平安增利六个月定开债A,008690,1.42亿元（2020-09-30）,3.25%,2.59%,0.51%,--,--,0.29%,高勇标,311天,0.29%,3年又198天
海富通一年定开债A,519051,3.21亿元（2020-09-30）,0.83%,1.47%,1.21%,3.24%,16.59%,105.20%,夏妍妍,1年又88天,4.80%,3年又6天
鹏华丰融定开债,000345,7.86亿元（2020-09-30）,0.24%,0.36%,1.45%,6.05%,37.31%,78.92%,刘涛,4年又229天,45.88%,4年又229天
海富通一年定开债C,001976,0.02亿元（2020-09-30）,0.81%,1.38%,1.00%,2.82%,18.90%,16.89%,夏妍妍,1年又88天,4.35%,3年又6天
大摩添利18个月定开债A,000415,12.45亿元（2020-09-30）,1.40%,1.63%,1.55%,3.86%,20.46%,50.03%,李轶,6年又132天,50.03%,12年又62天
工银信用纯债两年定开债A,000078,6.69亿元（2020-09-30）,1.25%,0.29%,0.14%,1.99%,16.33%,38.20%,朱晨杰,1年又93天,3.13%,2年又231天
大摩添利18个月定开债C,000416,3.53亿元（2020-09-30）,1.29%,1.44%,1.29%,3.32%,18.95%,46.29%,李轶,6年又132天,46.29%,12年又62天
华商瑞鑫定开债,002924,0.85亿元（2020-09-30）,5.24%,14.48%,15.95%,19.39%,33.61%,44.70%,张永志,4年又140天,44.70%,10年又157天
工银信用纯债两年定开债C,000079,0.15亿元（2020-09-30）,1.13%,0.07%,-0.07%,1.51%,14.90%,34.20%,朱晨杰,1年又93天,2.60%,2年又231天
工银信用纯债一年定开债A,000074,1.44亿元（2020-09-30）,1.17%,1.57%,1.37%,4.15%,19.62%,55.50%,李娜/何秀红,1年又82天,4.86%,3年又352天/9年又337天
中银恒利半年定开债,001035,26.91亿元（2020-09-30）,3.15%,5.18%,6.92%,14.82%,25.97%,57.08%,李建,5年又347天,57.08%,13年又145天
华商丰利增强定开债A,003092,0.34亿元（2020-09-30）,9.55%,19.45%,26.44%,38.46%,29.47%,29.60%,厉骞,1年又11天,38.91%,1年又17天
农银金泰一年定开债,003691,1.95亿元（2020-09-30）,0.98%,1.55%,0.60%,1.71%,13.14%,17.64%,史向明,4年又15天,17.64%,12年又65天
工银信用纯债一年定开债C,000077,0.62亿元（2020-09-30）,1.14%,1.48%,1.14%,3.71%,18.18%,50.80%,李娜/何秀红,1年又82天,4.36%,3年又352天/9年又337天
农银金安18个月定开债,004134,1.13亿元（2020-09-30）,0.71%,0.80%,0.55%,1.85%,14.28%,17.22%,姚臻,3年又310天,17.22%,4年又159天
工银目标收益一年定开A,006470,5.39亿元（2020-09-30）,0.50%,-3.15%,-2.20%,1.18%,--,8.30%,李敏,1年又2天,0.92%,7年又94天
浦银月月盈定期支付债券C,519129,0.01亿元（2020-09-30）,0.83%,1.00%,1.17%,2.46%,10.70%,21.00%,刘大巍,3年又269天,12.87%,4年又147天
鹏华丰尚定开债A,002395,0.60亿元（2020-09-30）,1.98%,2.33%,2.59%,8.30%,21.25%,20.45%,戴钢,4年又295天,20.45%,9年又36天
博时安康定开债(LOF),501100,1.41亿元（2020-09-30）,0.67%,0.78%,1.78%,5.73%,23.36%,23.34%,陈凯杨,3年又328天,23.34%,8年又37天
浦银月月盈定期支付债券A,519128,0.20亿元（2020-09-30）,0.90%,1.14%,1.31%,2.83%,11.95%,23.70%,刘大巍,3年又269天,14.43%,4年又147天
前海联合添鑫3个月开债C,003472,0.54亿元（2020-09-30）,1.90%,3.67%,6.49%,8.27%,29.77%,21.13%,敬夏玺,1年又108天,10.86%,4年又146天
华商丰利增强定开债C,003093,0.45亿元（2020-09-30）,9.54%,19.40%,26.26%,37.88%,27.91%,27.40%,厉骞,1年又11天,38.48%,1年又17天
工银目标收益一年定开C,000728,0.64亿元（2020-09-30）,0.42%,-3.25%,-2.38%,0.76%,11.63%,24.12%,李敏,1年又2天,0.51%,7年又94天
泰信鑫益定期开放C,000213,0.18亿元（2020-09-30）,0.68%,0.77%,0.68%,3.59%,12.77%,36.35%,何俊春,7年又179天,36.35%,13年又339天
国泰招惠收益定期开放债券,005185,0.56亿元（2020-09-30）,2.63%,3.13%,4.49%,8.47%,--,22.66%,王琳,243天,4.98%,3年又351天
泰信鑫益定期开放A,000212,0.73亿元（2020-09-30）,0.75%,0.84%,0.92%,3.97%,14.20%,40.58%,何俊春,7年又179天,40.58%,13年又339天
前海联合添鑫3个月开债A,003471,0.02亿元（2020-09-30）,1.93%,3.77%,6.71%,8.71%,34.54%,26.20%,敬夏玺,1年又108天,11.42%,4年又146天
鹏华丰尚定开债B,002396,0.17亿元（2020-09-30）,2.01%,2.18%,2.45%,7.93%,20.12%,18.50%,戴钢,4年又295天,18.50%,9年又36天
博时安瑞18个月定开债A,002476,0.55亿元（2020-09-30）,0.17%,0.96%,1.67%,5.95%,20.22%,21.90%,李汉楠,242天,1.58%,1年又19天
招商添利两年债券,006150,1.10亿元（2020-09-30）,1.18%,1.07%,2.69%,6.50%,--,18.61%,马龙,2年又113天,18.61%,6年又291天
东方红6个月定开债,001906,31.67亿元（2020-09-30）,0.94%,1.27%,1.25%,4.06%,17.50%,22.62%,纪文静,5年又78天,22.62%,5年又182天
浦银安盛6个月定期债券A,519121,0.50亿元（2020-09-30）,0.64%,1.11%,2.05%,3.68%,11.55%,35.47%,刘大巍,4年又139天,14.64%,4年又147天
广发汇富一年定期债券A,004021,4.81亿元（2020-09-30）,0.80%,0.35%,-0.76%,1.11%,15.88%,18.29%,代宇,3年又332天,18.29%,9年又161天
银华添泽定开债,003497,9.63亿元（2020-09-30）,0.98%,1.20%,1.02%,3.38%,16.10%,16.97%,邹维娜,4年又61天,16.97%,7年又158天
华安聚利18个月定开债A,002948,3.52亿元（2020-09-30）,0.96%,1.19%,0.84%,2.66%,13.81%,14.60%,石雨欣,4年又155天,14.60%,5年又179天
大摩增值18个月开放债券A,001859,10.24亿元（2020-09-30）,1.15%,0.88%,1.42%,3.17%,17.28%,25.25%,葛飞/张雪,86天,0.53%,86天/6年又34天
天弘悦享定开债券,005654,21.35亿元（2020-09-30）,0.49%,0.80%,1.09%,2.98%,--,11.54%,王昌俊,1年又63天,3.80%,2年又271天
长江乐丰纯债,005070,3.46亿元（2020-09-30）,-1.56%,-1.44%,-1.33%,1.36%,15.55%,16.44%,漆志伟,3年又142天,16.44%,4年又86天
博时安瑞18个月定开债C,002477,0.17亿元（2020-09-30）,0.18%,0.88%,1.42%,5.55%,18.43%,19.26%,李汉楠,242天,1.33%,1年又19天
银河久益回报6个月定开C,519663,0.07亿元（2020-09-30）,0.81%,0.89%,1.36%,2.82%,7.47%,72.70%,何晶,278天,0.82%,4年又139天
博时岁岁增利一年定开债,000200,2.97亿元（2020-09-30）,0.71%,0.44%,1.06%,4.39%,18.60%,53.26%,鲁邦旺,4年又27天,18.16%,4年又27天
山西裕利定开债,003179,12.46亿元（2020-09-30）,0.64%,1.15%,0.97%,2.82%,13.26%,17.16%,华志贵,4年又140天,17.16%,9年又203天
中银丰庆定期开放债券,003770,51.08亿元（2020-09-30）,0.83%,1.46%,0.90%,2.97%,15.61%,17.65%,范锐/白洁,249天,-0.60%,1年又81天/9年又302天
银河久益回报6个月定开A,519662,7.92亿元（2020-09-30）,0.84%,0.99%,1.56%,3.23%,8.73%,77.45%,何晶,278天,1.11%,4年又139天
广发集利一年定开债A,000267,9.85亿元（2020-09-30）,1.21%,1.20%,0.20%,2.73%,15.54%,63.36%,代宇,7年又144天,63.36%,9年又161天
农银汇理金鑫3个月定开债,005921,121.72亿元（2020-09-30）,0.71%,1.05%,0.88%,2.48%,--,8.25%,史向明,2年又253天,8.25%,12年又65天
大摩增值18个月开放债券C,001860,2.51亿元（2020-09-30）,1.09%,0.72%,1.18%,2.67%,15.93%,22.76%,葛飞/张雪,86天,0.45%,86天/6年又34天
泓德裕泽一年定开债券C,002741,0.17亿元（2020-09-30）,0.77%,0.60%,0.69%,4.17%,20.73%,22.54%,赵端端/李倩,2年又78天,12.73%,2年又108天/5年又22天
广发汇安18个月定开债A,004386,5.51亿元（2020-09-30）,0.68%,0.45%,0.39%,2.94%,17.25%,18.99%,代宇,3年又286天,18.99%,9年又161天
博时安仁一年定开发起式债券A,002904,5.51亿元（2020-09-30）,0.72%,1.11%,1.05%,3.12%,13.49%,15.26%,魏桢,123天,1.38%,7年又349天
兴业年年利定开债,001019,13.58亿元（2020-09-30）,0.53%,0.97%,1.24%,3.60%,18.84%,29.37%,丁进,4年又55天,15.69%,5年又228天
