基金名称,基金代码,基金规模,近1月,近3月,近6月,近1年,近3年,成立来,基金经理,任职时间,任期收益,总任职时间
建信上海金ETF联接A,009033,2.51亿元（2020-08-05）,2.02%,-1.62%,--,--,--,-2.01%,朱金钰,158天,-2.01%,1年又29天
前海开源黄金ETF联接,009198,0.54亿元（2020-09-30）,2.15%,-1.76%,-1.35%,--,--,-0.10%,梁溥森/谢屹,230天,0.45%,248天/5年又187天
广发上海金ETF联接A,008986,0.97亿元（2020-08-05）,1.91%,-2.39%,--,--,--,-6.42%,霍华明,158天,-6.42%,3年又266天
华夏黄金ETF联接A,008701,0.52亿元（2020-09-30）,2.20%,-1.92%,--,--,--,-3.93%,荣膺,178天,-3.93%,5年又67天
国泰中证新能源汽车ETF联接A,009067,0.53亿元（2020-09-30）,22.82%,56.70%,60.27%,--,--,113.08%,徐成城,282天,113.08%,3年又342天
建信上海金ETF联接C,009034,0.25亿元（2020-08-05）,1.98%,-1.73%,--,--,--,-2.18%,朱金钰,158天,-2.18%,1年又29天
国泰黄金ETF联接A,000218,1.80亿元（2020-09-30）,2.36%,-2.00%,-1.40%,10.08%,39.60%,47.17%,徐成城/艾小军,2年又354天,39.96%,3年又342天/6年又364天
中银上海金ETF联接C,009478,2.56亿元（2020-09-29）,1.81%,-0.33%,--,--,--,-0.33%,赵建忠,103天,-0.33%,5年又218天
中银上海金ETF联接A,009477,0.14亿元（2020-09-29）,1.84%,-0.23%,--,--,--,-0.23%,赵建忠,103天,-0.23%,5年又218天
富国上海金ETF联接C,009505,1.21亿元（2020-09-30）,1.90%,-2.38%,--,--,--,-6.56%,王乐乐/张圣贤,170天,-6.56%,5年又155天/5年又221天
国泰黄金ETF联接C,004253,1.66亿元（2020-09-30）,2.33%,-2.09%,-1.57%,9.69%,38.31%,36.62%,徐成城/艾小军,2年又354天,38.69%,3年又342天/6年又364天
博时黄金ETF联接A,002610,9.26亿元（2020-09-30）,2.32%,-1.85%,-1.01%,10.77%,41.00%,37.87%,王祥/赵云阳,4年又70天,37.86%,4年又70天/8年又60天
广发上海金ETF联接C,008987,1.77亿元（2020-08-05）,1.88%,-2.47%,--,--,--,-6.56%,霍华明,158天,-6.56%,3年又266天
华夏战略新兴成指ETF联接A,006909,2.39亿元（2020-09-30）,20.05%,27.78%,28.81%,86.84%,--,132.47%,徐猛,33天,20.05%,7年又279天
博时黄金ETF联接C,002611,67.15亿元（2020-09-30）,2.29%,-1.94%,-1.18%,10.39%,39.55%,35.53%,王祥/赵云阳,4年又70天,35.84%,4年又70天/8年又60天
国泰中证新能源汽车ETF联接C,009068,0.79亿元（2020-09-30）,22.79%,56.57%,60.02%,--,--,112.62%,徐成城,282天,112.62%,3年又342天
富国上海金ETF联接A,009504,1.30亿元（2020-09-30）,1.92%,-2.29%,--,--,--,-6.41%,王乐乐/张圣贤,170天,-6.41%,5年又155天/5年又221天
易方达黄金ETF联接C,002963,21.15亿元（2020-09-30）,2.29%,-2.13%,-1.39%,10.64%,38.32%,32.58%,余海燕/FAN BING(范冰),2年又153天,43.36%,9年又57天/3年又292天
华宝券商ETF联接C,007531,16.49亿元（2020-09-30）,0.58%,1.84%,-8.83%,21.39%,--,33.58%,丰晨成,1年又212天,33.58%,5年又60天
华夏中证全指证券公司ETF联接A,007992,1.59亿元（2020-09-30）,0.79%,2.92%,-5.94%,--,--,31.99%,李俊,282天,31.99%,3年又31天
华宝券商ETF联接A,006098,7.96亿元（2020-09-30）,0.62%,1.96%,-8.64%,21.87%,--,69.71%,丰晨成,2年又198天,69.71%,5年又60天
南方中证全指证券公司ETF联接C,004070,35.66亿元（2020-09-30）,0.70%,2.19%,-6.61%,24.21%,29.51%,25.96%,孙伟,3年又309天,25.96%,5年又235天
易方达黄金ETF联接A,000307,14.40亿元（2020-09-30）,2.32%,-2.03%,-1.22%,11.02%,39.33%,37.45%,余海燕/FAN BING(范冰),2年又153天,44.20%,9年又57天/3年又292天
华夏中证全指证券公司ETF联接C,007993,1.03亿元（2020-09-30）,0.76%,2.83%,-6.08%,--,--,31.68%,李俊,282天,31.68%,3年又31天
海富通上证非周期ETF联接,519032,0.13亿元（2020-09-30）,12.82%,20.47%,19.91%,47.86%,43.37%,79.50%,江勇,2年又163天,59.56%,2年又185天
南方中证全指证券公司ETF联接A,004069,14.03亿元（2020-09-30）,0.73%,2.29%,-6.43%,24.70%,31.06%,27.93%,孙伟,3年又309天,27.93%,5年又235天
嘉实富时中国A50ETF联接C,005229,0.09亿元（2020-09-30）,9.96%,21.88%,19.68%,39.69%,--,53.06%,高峰/刘珈吟,1年又105天,48.84%,1年又284天/4年又293天
嘉实富时中国A50ETF联接A,004488,0.29亿元（2020-09-30）,9.99%,22.00%,19.91%,40.25%,54.54%,74.89%,高峰/刘珈吟,1年又105天,49.61%,1年又284天/4年又293天
工银深证红利ETF联接A,481012,18.83亿元（2020-09-30）,10.15%,27.20%,26.50%,40.05%,58.59%,177.62%,赵栩,6年又83天,274.15%,9年又87天
华夏四川国改ETF联接C,006561,0.07亿元（2020-09-30）,5.99%,20.09%,22.14%,38.17%,--,37.94%,赵宗庭,33天,5.99%,3年又269天
工银深证红利ETF联接C,006724,0.59亿元（2020-09-30）,10.12%,27.06%,26.24%,39.50%,--,68.42%,赵栩,1年又234天,68.42%,9年又87天
华夏四川国改ETF联接A,006560,0.15亿元（2020-09-30）,6.02%,20.20%,22.33%,38.59%,--,38.77%,赵宗庭,33天,6.02%,3年又269天
招商上证消费80ETF联接A,217017,2.08亿元（2020-09-30）,16.38%,24.20%,37.26%,83.65%,94.74%,218.01%,刘重杰/苏燕青,152天,24.33%,2年又251天/3年又363天
招商上证消费80ETF联接C,004407,0.31亿元（2020-09-30）,16.33%,24.07%,36.99%,82.92%,92.49%,122.63%,刘重杰/苏燕青,152天,24.13%,2年又251天/3年又363天
华夏创成长ETF联接C,007475,1.63亿元（2020-09-30）,20.22%,33.26%,35.25%,99.03%,--,132.93%,荣膺,1年又199天,132.93%,5年又67天
华夏创成长ETF联接A,007474,2.76亿元（2020-09-30）,20.25%,33.41%,35.53%,99.81%,--,134.34%,荣膺,1年又199天,134.34%,5年又67天
广发中证环保ETF联接A,001064,14.24亿元（2020-09-30）,21.61%,33.27%,38.33%,58.28%,25.33%,-2.37%,霍华明,1年又58天,81.94%,3年又266天
广发中证环保ETF联接C,002984,1.00亿元（2020-09-30）,21.59%,33.18%,38.19%,57.97%,24.52%,28.53%,霍华明,1年又58天,81.51%,3年又266天
嘉实中证主要消费ETF联接A,009179,0.50亿元（2020-09-30）,15.69%,30.02%,35.63%,--,--,65.14%,刘珈吟,263天,65.14%,4年又293天
广发中证军工ETF联接C,005693,26.08亿元（2020-09-30）,21.40%,27.23%,38.06%,67.37%,--,87.67%,霍华明,1年又58天,85.47%,3年又266天
富国中证消费50ETF联接C,008976,1.05亿元（2020-09-30）,15.70%,30.81%,37.41%,--,--,91.50%,王乐乐,298天,91.50%,5年又155天
嘉实中证主要消费ETF联接C,009180,0.41亿元（2020-09-30）,15.67%,29.94%,35.49%,--,--,64.90%,刘珈吟,263天,64.90%,4年又293天
富国中证消费50ETF联接A,008975,3.28亿元（2020-09-30）,15.73%,30.95%,37.69%,--,--,92.12%,王乐乐,298天,92.12%,5年又155天
广发中证军工ETF联接A,003017,4.95亿元（2020-09-30）,21.42%,27.29%,38.20%,67.72%,62.41%,34.41%,霍华明,1年又58天,85.91%,3年又266天
汇添富中证主要消费ETF联接,000248,44.50亿元（2020-09-30）,15.19%,28.18%,35.09%,80.58%,126.70%,268.29%,过蓓蓓/吴振翔,5年又162天,262.85%,5年又162天/10年又341天
