基金名称,基金代码,基金规模,近1月,近3月,近6月,近1年,近3年,成立来,基金经理,任职时间,任期收益,总任职时间
建信深证100指数增强,530018,0.97亿元（2020-09-30）,11.61%,21.11%,22.39%,56.12%,54.76%,187.57%,梁洪昀,8年又302天,187.57%,11年又69天
鹏华沪深300指数增强,005870,2.32亿元（2020-09-30）,9.94%,18.77%,18.28%,44.42%,--,50.44%,罗捷,2年又161天,69.76%,2年又345天
新华沪深300指数增强A,005248,0.41亿元（2020-09-30）,8.71%,17.45%,22.56%,45.60%,--,47.01%,邓岳,1年又24天,47.01%,3年又157天
招商大宗商品(LOF),161715,0.44亿元（2020-09-30）,7.16%,22.48%,20.13%,27.07%,0.65%,39.06%,侯昊,3年又128天,-3.03%,3年又142天
国泰创业板指数(LOF),160223,1.93亿元（2020-09-30）,14.44%,23.70%,21.14%,69.14%,80.39%,50.47%,徐成城,2年又189天,105.97%,3年又342天
长盛沪深300指数(LOF),160807,3.31亿元（2020-09-30）,10.01%,20.73%,23.47%,50.59%,57.71%,124.68%,陈亘斯,1年又94天,63.51%,1年又226天
博时沪深300指数增强A,010872,0.11亿元（2020-12-30）,--,--,--,--,--,3.84%,桂征辉/刘钊,11天,3.84%,5年又175天/3年又56天
工银沪深300指数A,481009,21.77亿元（2020-09-30）,9.08%,18.78%,15.23%,33.48%,36.20%,145.32%,赵栩/刘伟琳,4年又114天,73.29%,9年又87天/6年又87天
永赢创业板指数发起式C,007665,0.36亿元（2020-09-30）,13.76%,22.22%,21.96%,73.07%,--,87.89%,万纯,61天,13.17%,1年又225天
浙商沪深300指数增强,166802,4.49亿元（2020-09-30）,11.62%,22.10%,24.86%,56.50%,60.00%,158.42%,向伟,34天,11.38%,1年又106天
永赢创业板指数发起式A,007664,1.11亿元（2020-09-30）,13.78%,22.26%,22.02%,73.24%,--,88.12%,万纯,61天,13.20%,1年又225天
国泰沪深300指数C,005867,0.01亿元（2020-09-30）,9.67%,19.41%,19.48%,39.11%,--,55.31%,谢东旭,2天,0.00%,4年又13天
博时中证淘金大数据100A,001242,6.01亿元（2020-09-30）,4.44%,5.07%,-1.27%,21.18%,15.37%,18.05%,杨振建/桂征辉,2年又39天,54.56%,2年又39天/5年又175天
国寿安保中证养老产业,168001,0.80亿元（2020-09-30）,8.41%,10.76%,10.90%,47.23%,16.51%,-1.46%,李康,2年又336天,28.94%,5年又298天
华安创业板50指数,160420,8.72亿元（2020-09-30）,16.72%,26.86%,27.21%,89.90%,86.79%,-39.75%,许之彦,3年又76天,52.84%,14年又73天
平安中证500指数增强C,009337,0.22亿元（2020-09-30）,6.10%,9.50%,15.66%,--,--,27.18%,毛时超,195天,18.49%,246天
创金合信MSCI中国A股C,005568,0.13亿元（2020-09-30）,9.65%,18.66%,16.67%,41.40%,--,55.89%,孙悦/王林峰,123天,19.02%,123天/1年又144天
华宝中证500增强A,005607,0.24亿元（2020-09-30）,3.64%,7.14%,4.53%,29.75%,--,26.42%,王正,6天,0.91%,1年又9天
西部利得中证500指数增强C,009300,0.22亿元（2020-09-30）,8.88%,17.57%,22.41%,--,--,62.72%,盛丰衍,272天,62.72%,4年又48天
博时沪深300指数增强C,010873,0.08亿元（2020-12-30）,--,--,--,--,--,3.83%,桂征辉/刘钊,11天,3.83%,5年又175天/3年又56天
华宝中证500增强C,005608,0.14亿元（2020-09-30）,3.60%,7.02%,4.31%,29.24%,--,25.05%,王正,6天,0.90%,1年又9天
西部利得中证500指数增强A,502000,4.39亿元（2020-09-30）,8.92%,17.69%,22.64%,54.22%,61.79%,3.88%,盛丰衍,3年又146天,65.67%,4年又48天
申万菱信沪深300指数增强C,007804,1.44亿元（2020-09-30）,8.50%,17.72%,18.25%,47.27%,--,64.09%,刘敦,264天,51.22%,3年又93天
广发沪深300指数增强C,006021,2.32亿元（2020-09-30）,12.13%,23.77%,26.34%,54.22%,--,98.15%,赵杰,2年又196天,98.15%,2年又196天
中泰沪深300增强C,008239,2.16亿元（2020-09-30）,9.35%,19.22%,21.78%,--,--,59.57%,邹巍,284天,59.57%,1年又31天
申万菱信沪深300指数增强A,310318,6.32亿元（2020-09-30）,8.53%,17.85%,18.49%,47.85%,57.09%,646.34%,刘敦,264天,51.64%,3年又93天
国泰沪深300指数A,020011,14.63亿元（2020-09-30）,9.72%,19.57%,19.76%,39.81%,43.83%,28.35%,谢东旭,2天,0.00%,4年又13天
景顺长城MSCI中国A股国际通,006063,0.65亿元（2020-09-30）,9.75%,15.16%,13.49%,43.94%,--,70.58%,徐喻军,191天,22.75%,6年又268天
海富通沪深300指数增强A,004513,0.66亿元（2020-09-30）,11.31%,19.92%,23.27%,43.59%,53.63%,62.08%,朱斌全,1年又88天,47.35%,2年又42天
长盛中证申万一带一路指数(LOF),502013,4.96亿元（2020-09-30）,13.77%,25.54%,29.81%,35.54%,15.28%,-32.77%,陈亘斯,1年又94天,45.78%,1年又226天
易方达沪深300量化增强,110030,13.72亿元（2020-09-30）,8.09%,15.96%,14.16%,39.29%,43.30%,254.00%,黄健生/官泽帆,304天,43.80%,304天/4年又109天
汇安沪深300指数增强A,003884,1.89亿元（2020-09-30）,10.00%,17.80%,18.86%,50.43%,87.27%,98.06%,朱晨歌,1年又176天,76.40%,2年又337天
鹏华创业板指数(LOF),160637,2.26亿元（2020-09-30）,13.65%,21.25%,20.82%,67.55%,72.78%,-9.53%,张羽翔,2年又258天,73.00%,5年又117天
诺安沪深300指数增强C,010352,--亿元（--）,9.59%,--,--,--,--,16.67%,宋德舜/梅律吾,74天,16.67%,8年又95天/12年又338天
博道沪深300指数增强A,007044,2.76亿元（2020-09-30）,9.39%,17.87%,19.22%,48.93%,--,71.19%,杨梦,1年又260天,71.19%,2年又154天
富国创业板指数,161022,35.24亿元（2020-09-30）,13.97%,20.83%,17.67%,65.49%,74.56%,101.63%,王保合,1年又52天,78.32%,9年又316天
中泰沪深300增强A,008238,0.88亿元（2020-09-30）,9.40%,19.35%,22.02%,--,--,60.06%,邹巍,284天,60.06%,1年又31天
东财创业板C,009047,1.02亿元（2020-09-30）,14.28%,22.19%,20.21%,--,--,68.61%,姚楠燕/吴逸,298天,68.61%,298天/1年又39天
广发沪深300指数增强A,006020,6.86亿元（2020-09-30）,12.16%,23.90%,26.59%,54.83%,--,99.91%,赵杰,2年又196天,99.91%,2年又196天
东财创业板A,009046,1.92亿元（2020-09-30）,14.30%,22.28%,20.36%,--,--,68.95%,姚楠燕/吴逸,298天,68.95%,298天/1年又39天
建信沪深300指数(LOF),165309,4.34亿元（2020-09-30）,9.13%,19.64%,21.81%,42.24%,47.77%,87.86%,梁洪昀,11年又69天,87.86%,11年又69天
融通创业板指数A,161613,6.11亿元（2020-09-30）,15.17%,23.01%,20.57%,69.04%,80.71%,264.07%,蔡志伟,4年又4天,56.98%,5年又335天
汇安沪深300指数增强C,003885,3.06亿元（2020-09-30）,9.96%,17.67%,18.62%,49.85%,73.55%,83.36%,朱晨歌,1年又176天,75.36%,2年又337天
人保沪深300指数,006600,3.21亿元（2020-09-30）,9.42%,19.93%,22.44%,48.58%,--,66.20%,石晓冉/彬彬,160天,18.13%,160天/1年又361天
博道沪深300指数增强C,007045,4.54亿元（2020-09-30）,9.34%,17.74%,18.98%,48.33%,--,70.03%,杨梦,1年又260天,70.03%,2年又154天
万家180指数,519180,12.06亿元（2020-09-30）,7.71%,15.76%,11.15%,25.82%,27.16%,393.35%,杨坤,1年又74天,29.87%,1年又79天
诺安沪深300指数增强A,320014,3.36亿元（2020-09-30）,9.62%,21.38%,22.69%,45.65%,49.56%,78.88%,宋德舜/梅律吾,1年又315天,65.64%,8年又95天/12年又338天
前海联合沪深300指数A,003475,0.08亿元（2020-09-30）,9.16%,19.07%,15.18%,42.10%,47.90%,80.04%,张磊,187天,16.89%,216天
前海联合沪深300指数C,007039,0.09亿元（2020-09-30）,9.13%,18.95%,14.96%,41.51%,--,63.36%,张磊,187天,16.66%,216天
东方红中证竞争力指数C,007658,1.87亿元（2020-09-30）,8.83%,17.60%,16.63%,40.27%,--,53.39%,戎逸洲/徐习佳,65天,12.09%,1年又43天/1年又164天
景顺长城创业板综指增强,008072,2.37亿元（2020-09-30）,5.28%,9.36%,6.58%,--,--,34.61%,黎海威,230天,34.61%,7年又75天
海富通沪深300指数增强C,004512,1.50亿元（2020-09-30）,11.30%,19.90%,23.21%,43.45%,62.75%,70.56%,朱斌全,1年又88天,47.24%,2年又42天
嘉实沪深300指数研究增强,000176,20.69亿元（2020-09-30）,9.46%,16.90%,16.67%,38.31%,48.26%,106.21%,龙昌伦,2年又121天,84.73%,3年又203天
银华中证等权重90指数(LOF),161816,1.75亿元（2020-12-08）,9.35%,19.88%,22.56%,48.79%,46.18%,58.30%,张凯,8年又40天,147.36%,8年又59天
长城久泰沪深300指数A,200002,7.57亿元（2020-09-30）,10.00%,18.20%,18.04%,40.49%,49.01%,591.09%,雷俊/杨建华,2年又42天,87.79%,4年又364天/16年又206天
安信量化精选沪深300增强A,003957,0.54亿元（2020-09-30）,10.97%,23.64%,26.72%,57.74%,77.57%,98.19%,徐黄玮,2年又288天,86.53%,3年又71天
长城久泰沪深300指数C,006912,0.64亿元（2020-09-30）,9.97%,18.11%,17.87%,40.07%,--,85.54%,雷俊/杨建华,1年又358天,85.54%,4年又364天/16年又206天
恒生前海中证质量成长A,006143,0.23亿元（2020-09-30）,0.88%,5.85%,10.36%,24.01%,--,39.41%,杨伟,1年又191天,37.20%,4年又161天
安信量化精选沪深300增强C,003958,2.68亿元（2020-09-30）,10.95%,23.58%,26.59%,57.42%,76.51%,95.93%,徐黄玮,2年又288天,85.49%,3年又71天
诺安中证100指数C,010351,--亿元（--）,8.84%,--,--,--,--,16.76%,梅律吾,74天,16.76%,12年又338天
中银中证100指数增强,163808,4.84亿元（2020-09-30）,10.12%,22.40%,24.50%,45.18%,63.75%,134.02%,赵建忠,5年又218天,62.94%,5年又218天
海富通中证100指数(LOF)A,162307,1.01亿元（2020-09-30）,9.80%,22.43%,23.32%,46.05%,68.41%,126.35%,江勇,2年又163天,92.31%,2年又185天
海富通中证100指数(LOF)C,010224,--亿元（--）,9.81%,--,--,--,--,11.75%,江勇,61天,11.75%,2年又185天
融通创业板指数C,004870,0.72亿元（2020-09-30）,15.12%,22.85%,20.29%,68.35%,79.00%,67.97%,蔡志伟,3年又190天,67.97%,5年又335天
华宝中证1000指数,162413,0.99亿元（2020-09-30）,-2.30%,-2.13%,-5.65%,15.46%,-4.91%,-58.97%,丰晨成,2年又140天,32.02%,5年又60天
国联安中证100指数(LOF),162509,3.18亿元（2020-12-14）,8.70%,20.77%,23.21%,45.99%,57.22%,144.94%,黄欣,10年又13天,128.49%,10年又272天
恒生前海中证质量成长C,006144,0.10亿元（2020-09-30）,0.84%,5.73%,10.14%,23.51%,--,38.57%,杨伟,1年又191天,36.41%,4年又161天
诺安中证100指数A,320010,3.06亿元（2020-09-30）,8.89%,21.66%,23.39%,46.93%,68.04%,133.92%,梅律吾,8年又49天,269.54%,12年又338天
华夏沪深300指数增强C,001016,3.81亿元（2020-09-30）,9.23%,17.30%,14.58%,38.06%,44.48%,108.20%,宋洋,3年又335天,73.93%,4年又54天
易方达上证50指数(LOF),502048,3.51亿元（2020-09-30）,7.93%,16.89%,15.23%,35.41%,45.61%,38.69%,林伟斌,9天,3.74%,6年又254天
万家沪深300指数增强A,002670,6.41亿元（2020-09-30）,8.99%,16.58%,18.07%,48.69%,67.03%,75.01%,乔亮,1年又114天,58.11%,1年又143天
富国中证煤炭指数,161032,2.45亿元（2020-09-30）,3.12%,17.70%,14.49%,14.97%,-8.82%,-26.22%,张圣贤,1年又1天,15.46%,5年又221天
天弘上证50指数C,001549,8.19亿元（2020-09-30）,8.07%,16.57%,13.31%,29.69%,42.47%,61.19%,陈瑶,1年又74天,32.50%,2年又333天
中融中证煤炭指数,168204,5.96亿元（2020-09-30）,4.39%,18.91%,14.03%,14.29%,-19.20%,-26.60%,赵菲,5年又201天,-26.60%,5年又243天
长盛中证100指数,519100,4.25亿元（2020-09-30）,9.66%,22.26%,24.35%,46.49%,56.73%,246.41%,陈亘斯,1年又94天,54.35%,1年又226天
平安深证300指数增强,700002,0.90亿元（2020-09-30）,12.94%,23.12%,22.44%,61.12%,58.05%,212.07%,毛时超,195天,39.08%,246天
创金合信沪深300指数增强A,002310,2.71亿元（2020-09-30）,10.71%,19.53%,20.44%,48.17%,60.49%,97.22%,董梁,1年又190天,65.30%,3年又147天
东财上证50A,008240,1.04亿元（2020-09-30）,7.90%,16.80%,16.21%,36.12%,--,41.92%,吴逸,1年又39天,41.92%,1年又39天
万家沪深300指数增强C,002671,2.48亿元（2020-09-30）,8.94%,16.45%,17.83%,48.08%,67.85%,120.53%,乔亮,1年又114天,57.28%,1年又143天
广发百发100指数A,000826,2.15亿元（2020-09-30）,8.17%,11.40%,0.44%,34.74%,59.24%,105.05%,季峰,4年又167天,72.26%,6年又83天
国投瑞银深证100指数,161227,3.94亿元（2020-09-30）,14.09%,26.37%,26.64%,58.45%,62.66%,78.48%,赵建,5年又151天,78.48%,7年又108天
广发百发100指数E,000827,4.06亿元（2020-09-30）,8.19%,11.43%,0.44%,34.71%,59.26%,104.70%,季峰,4年又167天,72.31%,6年又83天
天弘上证50指数A,001548,9.35亿元（2020-09-30）,8.09%,16.63%,13.42%,29.94%,43.36%,63.34%,陈瑶,1年又74天,32.82%,2年又333天
建信MSCI中国A股指数增强C,007807,0.95亿元（2020-09-30）,9.91%,17.36%,19.91%,53.10%,--,57.05%,赵云煜/叶乐天,1年又59天,57.05%,2年又56天/8年又297天
创金合信沪深300指数增强C,002315,4.30亿元（2020-09-30）,10.70%,19.50%,20.38%,48.03%,60.40%,98.32%,董梁,1年又190天,64.92%,3年又147天
华夏沪深300指数增强A,001015,7.23亿元（2020-09-30）,9.33%,17.47%,14.89%,38.75%,46.72%,114.50%,宋洋,3年又335天,77.42%,4年又54天
东财上证50C,008241,0.37亿元（2020-09-30）,7.88%,16.72%,16.07%,35.79%,--,41.53%,吴逸,1年又39天,41.53%,1年又39天
建信沪深300指数增强(LOF)A,165310,1.67亿元（2020-09-30）,6.70%,13.60%,16.21%,43.17%,48.22%,184.52%,梁洪昀,5年又293天,90.13%,11年又69天
广发中证1000指数A,006486,0.35亿元（2020-09-30）,-2.44%,-0.89%,-5.49%,15.88%,--,40.19%,罗国庆,2年又70天,40.19%,5年又91天
建信MSCI中国A股指数增强A,007806,0.60亿元（2020-09-30）,9.95%,17.49%,20.15%,53.70%,--,57.76%,赵云煜/叶乐天,1年又59天,57.76%,2年又56天/8年又297天
广发中证1000指数C,006487,0.19亿元（2020-09-30）,-2.47%,-1.00%,-5.68%,15.42%,--,39.60%,罗国庆,2年又70天,39.60%,5年又91天
广发深证100指数(LOF)C,009472,0.03亿元（2020-09-30）,13.57%,25.18%,24.10%,--,--,53.48%,罗国庆,229天,53.48%,5年又91天
南方中证100指数A,202211,2.43亿元（2020-09-30）,9.20%,21.07%,23.43%,44.94%,55.79%,173.10%,龚涛,1年又183天,56.78%,1年又183天
华富中证100指数,410008,2.19亿元（2020-09-30）,9.96%,22.83%,23.49%,45.58%,70.34%,136.55%,郜哲,1年又178天,63.86%,2年又322天
建信中证1000指数增强C,006166,0.19亿元（2020-09-30）,-2.97%,-2.55%,-5.41%,27.66%,--,75.30%,赵云煜/叶乐天,2年又50天,75.30%,2年又56天/8年又297天
宝盈中证100指数增强C,007580,0.06亿元（2020-09-30）,9.92%,22.08%,22.73%,45.77%,--,59.64%,蔡丹,260天,53.88%,3年又159天
博时沪深300指数C,002385,5.84亿元（2020-09-30）,10.14%,18.85%,15.99%,35.31%,37.83%,116.72%,杨振建/桂征辉,18天,9.87%,2年又39天/5年又175天
国泰中证申万证券行业指数,501016,20.37亿元（2020-09-30）,-0.77%,-1.06%,-9.50%,16.74%,26.68%,27.36%,艾小军,3年又259天,27.36%,6年又364天
华润元大富时中国A50指数A,000835,3.04亿元（2020-09-30）,9.12%,22.11%,23.56%,49.24%,71.51%,210.27%,李武群,321天,51.50%,4年又266天
平安沪深300指数量化C,005114,1.63亿元（2020-09-30）,10.59%,20.58%,20.11%,46.99%,47.60%,48.65%,毛时超,195天,39.21%,246天
招商深证100指数C,004408,0.11亿元（2020-09-30）,13.99%,26.75%,27.23%,58.29%,65.26%,92.84%,侯昊,3年又128天,84.84%,3年又142天
广发深证100指数(LOF)A,162714,0.29亿元（2020-09-30）,13.60%,25.25%,24.23%,52.58%,59.67%,138.36%,罗国庆,4年又167天,111.31%,5年又91天
建信沪深300指数增强(LOF)C,009208,1.02亿元（2020-09-30）,6.67%,13.48%,15.99%,--,--,44.43%,梁洪昀,248天,44.43%,11年又69天
博时沪深300指数A,050002,53.44亿元（2020-09-30）,10.17%,18.98%,16.23%,35.84%,39.49%,587.17%,杨振建/桂征辉,18天,9.89%,2年又39天/5年又175天
泰达宏利沪深300指数增强C,003548,1.76亿元（2020-09-30）,9.97%,19.58%,19.98%,45.58%,58.36%,102.18%,刘洋,1年又348天,100.27%,2年又154天
泰达宏利沪深300指数增强A,162213,3.22亿元（2020-09-30）,10.00%,19.68%,20.15%,46.02%,58.99%,247.73%,刘洋,1年又348天,100.68%,2年又154天
华润元大富时中国A50指数C,010573,--亿元（--）,9.09%,--,--,--,--,11.76%,李武群,62天,11.76%,4年又266天
南方中证100指数C,005691,0.44亿元（2020-09-30）,9.16%,20.95%,23.19%,44.37%,--,57.43%,龚涛,1年又183天,55.85%,1年又183天
宝盈中证100指数增强A,213010,3.51亿元（2020-09-30）,10.03%,22.36%,23.24%,46.94%,70.58%,154.50%,蔡丹,260天,54.71%,3年又159天
平安沪深300指数量化A,005113,1.43亿元（2020-09-30）,10.63%,20.74%,20.40%,47.71%,50.48%,51.58%,毛时超,195天,39.56%,246天
诺德研发创新100,007737,5.65亿元（2020-09-30）,18.47%,26.32%,19.96%,66.26%,--,88.39%,潘永昌,1年又138天,88.39%,1年又138天
万家中证1000指数增强A,005313,0.16亿元（2020-09-30）,-1.48%,3.14%,0.65%,26.26%,--,74.63%,乔亮,1年又81天,38.86%,1年又143天
华宝沪深300指数增强A,003876,4.97亿元（2020-09-30）,11.32%,20.29%,23.10%,51.93%,69.79%,124.48%,王正/徐林明,1年又9天,50.23%,1年又9天/11年又106天
建信精工制造指数增强,001397,0.49亿元（2020-09-30）,10.21%,17.10%,21.48%,53.59%,51.86%,86.07%,叶乐天,5年又139天,86.07%,8年又297天
南方大数据100A,001113,30.84亿元（2020-09-30）,6.87%,10.05%,8.36%,49.95%,16.89%,3.81%,钱厚翔,1年又197天,64.18%,1年又268天
东吴沪深300C,165810,0.00亿元（2019-06-30）,10.02%,20.20%,16.74%,33.09%,--,50.04%,周健,358天,30.85%,8年又86天
融通巨潮100指数C,004874,0.04亿元（2020-09-30）,12.36%,23.77%,26.54%,50.52%,62.16%,87.62%,蔡志伟,3年又190天,87.62%,5年又335天
融通巨潮100指数A(LOF),161607,8.79亿元（2020-09-30）,12.43%,23.91%,26.73%,51.19%,64.03%,611.68%,蔡志伟,4年又4天,108.09%,5年又335天
招商富时A-H50指数A,501067,0.15亿元（2020-09-30）,10.38%,22.12%,11.53%,24.25%,--,59.07%,刘重杰/苏燕青,152天,17.34%,2年又251天/3年又363天
前海开源MSCI中国A股指数A,006524,0.08亿元（2020-09-30）,11.01%,19.30%,19.71%,42.68%,--,85.57%,梁溥森,23天,10.21%,248天
银华沪深300指数(LOF),161811,1.14亿元（2020-12-08）,11.08%,21.36%,22.16%,46.72%,53.74%,81.83%,张凯,2年又310天,58.10%,8年又59天
申万菱信中证申万证券行业指数,163113,43.89亿元（2020-09-30）,-0.95%,-1.48%,-11.27%,12.67%,13.24%,59.48%,王赟杰,170天,0.95%,172天
东吴沪深300A,165806,0.09亿元（2020-09-30）,10.02%,20.20%,16.74%,33.09%,19.59%,63.12%,周健,358天,30.85%,8年又86天
南方中证500量化增强C,002907,1.68亿元（2020-09-30）,7.69%,12.09%,13.67%,39.57%,21.96%,37.20%,崔蕾/李佳亮,2年又64天,75.67%,2年又64天/4年又159天
华宝中证100指数C,007405,0.07亿元（2020-09-30）,10.58%,22.66%,23.72%,45.60%,--,66.12%,陈建华,1年又246天,66.12%,8年又21天
汇添富沪深300指数增强A,005530,2.72亿元（2020-09-30）,10.00%,19.05%,24.44%,56.91%,--,83.73%,许一尊/吴振翔,2年又294天,83.73%,5年又49天/10年又341天
华安中国A股增强指数,040002,22.90亿元（2020-09-30）,6.88%,16.47%,14.42%,37.60%,36.31%,616.77%,马韬/许之彦,2年又361天,36.79%,2年又361天/14年又73天
南方大数据100C,004344,0.30亿元（2020-09-30）,6.84%,9.93%,8.14%,49.37%,15.51%,12.90%,钱厚翔,1年又197天,63.19%,1年又268天
万家中证1000指数增强C,005314,0.11亿元（2020-09-30）,-1.51%,3.00%,0.42%,25.72%,--,71.60%,乔亮,1年又81天,38.10%,1年又143天
招商富时A-H50指数C,501068,0.03亿元（2020-09-30）,10.34%,21.98%,11.30%,23.76%,--,57.74%,刘重杰/苏燕青,152天,17.15%,2年又251天/3年又363天
建信中证1000指数增强A,006165,0.48亿元（2020-09-30）,-2.93%,-2.44%,-5.21%,28.17%,--,76.78%,赵云煜/叶乐天,2年又50天,76.78%,2年又56天/8年又297天
汇添富沪深300指数增强C,010556,--亿元（--）,9.97%,--,--,--,--,15.24%,许一尊/吴振翔,68天,15.24%,5年又49天/10年又341天
建信中证红利潜力指数A,007671,0.77亿元（2020-09-30）,8.11%,21.92%,29.05%,51.69%,--,58.21%,赵云煜,1年又122天,58.21%,2年又56天
国富中证100指数增强(LOF),164508,0.37亿元（2020-09-30）,9.56%,21.24%,18.96%,39.42%,56.01%,81.00%,张志强,3年又114天,78.07%,7年又297天
南方中证高铁产业指数(LOF),160135,2.11亿元（2020-12-08）,0.35%,3.10%,-4.84%,-5.58%,-25.70%,-55.10%,孙伟,4年又166天,-17.14%,5年又235天
国泰沪深300指数增强C,002063,0.83亿元（2020-09-30）,10.46%,19.79%,24.57%,49.48%,43.85%,74.29%,谢东旭,1年又50天,59.40%,4年又13天
长安沪深300非周期,740101,0.52亿元（2020-09-30）,12.74%,22.84%,24.01%,56.08%,55.41%,179.82%,林忠晶,2年又17天,118.85%,5年又350天
招商深证100指数A,217016,2.53亿元（2020-09-30）,14.02%,26.88%,27.48%,58.92%,67.30%,148.11%,侯昊,3年又128天,87.25%,3年又142天
天弘中证证券保险A,001552,6.42亿元（2020-09-30）,-0.10%,3.47%,-4.23%,20.11%,31.71%,12.57%,陈瑶,1年又74天,28.71%,2年又333天
国泰沪深300指数增强A,000512,3.09亿元（2020-09-30）,10.47%,19.82%,24.63%,49.62%,44.17%,191.66%,谢东旭,1年又50天,59.57%,4年又13天
华宝中证100指数A,240014,8.26亿元（2020-09-30）,10.61%,22.80%,23.97%,46.18%,61.36%,126.55%,陈建华,5年又60天,112.50%,8年又21天
汇丰晋信恒生龙头指数A,540012,3.37亿元（2020-09-30）,11.44%,25.19%,26.96%,43.15%,55.80%,225.05%,方磊,8年又164天,225.05%,8年又164天
天弘中证证券保险C,001553,15.99亿元（2020-09-30）,-0.12%,3.41%,-4.32%,19.87%,30.89%,11.14%,陈瑶,1年又74天,28.40%,2年又333天
长信沪深300指数增强A,005137,0.92亿元（2020-09-30）,13.36%,21.37%,24.32%,56.27%,--,69.83%,宋海岸,263天,54.21%,2年又333天
富国MSCI中国A股国际通,006034,1.45亿元（2020-09-30）,10.96%,18.21%,18.32%,50.53%,--,101.72%,方旻/徐幼华,2年又4天,101.02%,6年又54天/9年又245天
汇丰晋信恒生龙头指数C,001149,0.07亿元（2020-09-30）,11.39%,25.02%,26.63%,42.39%,53.22%,109.76%,方磊,5年又286天,109.76%,8年又164天
鹏华证券保险指数(LOF),160625,13.66亿元（2020-09-30）,-0.32%,2.96%,-5.55%,16.19%,17.92%,106.98%,陈龙,1年又298天,18.34%,4年又206天
建信中证红利潜力指数C,007672,0.34亿元（2020-09-30）,8.06%,21.76%,28.77%,51.06%,--,57.31%,赵云煜,1年又122天,57.31%,2年又56天
富国中证1000指数增强,161039,2.07亿元（2020-09-30）,-0.33%,2.74%,2.31%,35.55%,--,67.53%,方旻/徐幼华,2年又225天,67.53%,6年又54天/9年又245天
富国中证全指证券公司指数,161027,41.52亿元（2020-09-30）,1.11%,2.69%,-7.47%,21.06%,28.00%,-27.50%,王保合,1年又52天,35.78%,9年又316天
鹏华中证高铁产业指数(LOF),160639,1.22亿元（2020-09-30）,0.24%,3.42%,-1.83%,4.31%,-22.33%,-63.38%,张羽翔,4年又27天,-24.89%,5年又117天
国金上证50指数增强(LOF),502020,0.32亿元（2020-09-30）,8.79%,17.39%,13.66%,29.21%,36.91%,26.44%,宫雪,3年又332天,77.62%,7年又170天
融通深证100指数C,004876,0.14亿元（2020-09-30）,13.86%,25.71%,24.63%,55.96%,56.34%,77.69%,何天翔,3年又190天,77.69%,6年又79天
交银新能源指数(LOF),164905,2.55亿元（2020-09-30）,15.66%,37.22%,40.54%,70.03%,43.10%,24.88%,蔡铮,5年又292天,24.88%,8年又16天
前海开源MSCI中国A股指数C,006525,0.06亿元（2020-09-30）,10.99%,19.23%,19.58%,42.38%,--,84.75%,梁溥森,23天,10.20%,248天
中邮中证500指数增强A,590007,0.35亿元（2020-09-30）,2.69%,5.90%,6.21%,33.45%,17.82%,103.83%,王高/王喆,186天,6.21%,186天/2年又56天
华安沪深300增强A,000312,3.74亿元（2020-09-30）,11.37%,21.08%,23.60%,55.10%,64.86%,229.02%,孙晨进/许之彦,2年又361天,64.25%,5年又298天/14年又73天
长信沪深300指数增强C,007448,3.74亿元（2020-09-30）,13.33%,21.24%,24.07%,55.66%,--,77.81%,宋海岸,263天,53.78%,2年又333天
华安沪深300增强C,000313,3.89亿元（2020-09-30）,11.34%,20.94%,23.35%,54.49%,62.65%,216.66%,孙晨进/许之彦,2年又361天,62.05%,5年又298天/14年又73天
南方中证500量化增强A,002906,4.08亿元（2020-09-30）,7.77%,12.22%,13.88%,40.10%,23.51%,38.70%,崔蕾/李佳亮,2年又64天,77.14%,2年又64天/4年又159天
上投摩根中证消费服务指数,370023,0.36亿元（2020-09-30）,11.21%,17.08%,16.65%,49.93%,60.18%,196.36%,胡迪,3天,-0.67%,3天
华宝沪深300指数增强C,007404,1.21亿元（2020-09-30）,11.28%,20.16%,22.86%,51.34%,--,89.71%,王正/徐林明,1年又9天,49.64%,1年又9天/11年又106天
长盛上证50指数(LOF),502040,0.99亿元（2020-09-30）,7.85%,16.90%,18.01%,40.96%,62.28%,106.66%,陈亘斯,1年又225天,70.83%,1年又226天
华安中证全指证券公司指数,160419,4.91亿元（2020-09-30）,0.60%,2.88%,-4.23%,27.12%,32.17%,-17.86%,许之彦,3年又76天,24.07%,14年又73天
融通深证100指数A,161604,55.96亿元（2020-09-30）,13.90%,25.81%,24.82%,56.54%,58.24%,637.63%,何天翔,6年又3天,103.31%,6年又79天
招商中证全指证券公司指数,161720,75.33亿元（2020-09-30）,0.78%,2.16%,-8.09%,20.62%,21.29%,-24.05%,刘重杰/苏燕青,152天,0.67%,2年又251天/3年又363天
中金MSCI质量A,006341,1.72亿元（2020-09-30）,17.55%,28.65%,36.59%,86.29%,--,193.33%,耿帅军/刘重晋,80天,23.91%,80天/3年又162天
国投瑞银中证消费服务指数,161213,0.41亿元（2020-09-30）,11.14%,19.82%,22.42%,56.99%,66.55%,176.30%,赵建,6年又142天,196.78%,7年又108天
西部利得沪深300指数增强A,673100,1.29亿元（2020-09-30）,11.03%,22.78%,26.75%,65.32%,91.87%,145.34%,盛丰衍,2年又240天,99.18%,4年又48天
